Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,1,18328.876152156874,[1.],[0.05],226.20916366577148,[(193.04204;[1.];[0.05];18661.83346;[1.];[0.05];18328.87615;100)]
2,7,13712.250115134466,[0.9459],[-0.0041],241.15562438964844,[(222.85914;[0.97];[0.02];13757.00501;[0.9459];[-0.0041];13712.25012;100)]
5,6,8813.095634355617,[0.9018],[-0.0482],325.3908157348633,[(315.49764;[0.96];[0.01];8862.50925;[0.9018];[-0.0482];8813.09563;100)]
1,3,15857.808919121531,[1.],[0.05],456.27808570861816,[(443.79854;[1.];[0.05];15612.49440;[1.];[0.05];15857.80892;100)]
3,5,11916.30762765793,[1.],[0.05],312.44611740112305,[(301.20683;[1.];[0.05];11965.49797;[1.];[0.05];11916.30763;100)]
3,6,11616.990283758061,[1.],[0.05],1732.2733402252197,[(1718.92262;[1.];[0.05];11540.06975;[1.];[0.05];11616.99028;100)]
2,1,13738.13434395335,[0.9998],[0.0498],534.1987609863281,[(504.82678;[1.];[0.05];13995.95232;[0.9998];[0.0498];13738.13434;100)]
3,4,11872.610710059304,[1.],[0.05],228.2724380493164,[(216.07208;[1.];[0.05];11479.49491;[1.];[0.05];11872.61071;100)]
2,4,13602.219706889839,[1.],[0.05],881.2365531921387,[(835.98423;[1.];[0.05];13151.99834;[1.];[0.05];13602.21971;100)]
1,7,15858.806491318888,[0.9755],[0.0255],1122.7540969848633,[(1112.71310;[0.99];[0.04];15877.32196;[0.9755];[0.0255];15858.80649;100)]
1,5,15528.496497143946,[1.],[0.05],330.2755355834961,[(317.45410;[1.];[0.05];15795.01940;[1.];[0.05];15528.49650;100)]
2,6,13346.841324130133,[1.],[0.05],1128.6852359771729,[(1117.48672;[1.];[0.05];13244.64005;[1.];[0.05];13346.84132;100)]
0,4,18213.73955181916,[1.],[0.05],853.7552356719971,[(840.90948;[1.];[0.05];17647.46256;[1.];[0.05];18213.73955;100)]
0,6,17833.81934403228,[1.],[0.05],285.60686111450195,[(249.87435;[1.];[0.05];17686.00061;[1.];[0.05];17833.81934;100)]
0,8,18161.03189376399,[0.9131],[-0.0369],373.81601333618164,[(362.65063;[0.97];[0.02];19459.56086;[0.9131];[-0.0369];18161.03189;100)]
1,1,15874.155095915541,[1.],[0.05],516.1874294281006,[(493.05511;[1.];[0.05];16183.98375;[1.];[0.05];15874.15510;100)]
2,5,13452.434397276522,[1.],[0.05],779.433012008667,[(743.77227;[1.];[0.05];13652.63505;[1.];[0.05];13452.43440;100)]
0,3,18247.032308011978,[1.],[0.05],1877.5017261505127,[(1864.79926;[1.];[0.05];18021.62079;[1.];[0.05];18247.03231;100)]
0,5,17939.368321919592,[1.],[0.05],1955.5070400238037,[(1941.57767;[1.];[0.05];18195.63156;[1.];[0.05];17939.36832;100)]
2,3,13710.591072692563,[0.9886],[0.0386],186.8758201599121,[(177.14953;[0.99];[0.04];13458.76354;[0.9886];[0.0386];13710.59107;100)]
4,6,10359.59878793915,[0.9999],[0.0499],878.1099319458008,[(864.57396;[1.];[0.05];10134.12089;[0.9999];[0.0499];10359.59879;100)]
0,7,18298.29349698812,[1.],[0.05],714.1637802124023,[(703.75943;[1.];[0.05];18284.68733;[1.];[0.05];18298.29350;100)]
0,9,18083.889285827914,[0.8968],[-0.0532],224.44748878479004,[(214.22458;[0.95];[0.];19136.21715;[0.8968];[-0.0532];18083.88929;100)]
1,6,15417.066292941434,[1.],[0.05],318.82739067077637,[(305.63831;[1.];[0.05];15349.53209;[1.];[0.05];15417.06629;100)]
1,4,15761.598384054523,[1.],[0.05],787.9595756530762,[(683.62069;[1.];[0.05];15263.34438;[1.];[0.05];15761.59838;100)]
