Hardness,Seed,Objective,ObjRatio,deter_feas,prob_feas,feas,surplus,Runtime,solutions
2,4,13789.636200422561,0.99147,1,1,[1.],[0.05],3373.115301132202,[(3110.63504;[1.];[0.05];13905.72110;1;1;[1.];[0.05];13789.63620;100)]
0,4,18213.73955181916,0.99337,1,1,[1.],[0.05],3760.239362716675,[(3411.31067;[1.];[0.05];18352.11167;1;1;[1.];[0.05];18213.73955;100)]
0,6,17833.81934403228,0.97265,1,1,[1.],[0.05],3788.3784770965576,[(3419.82770;[1.];[0.05];17768.49387;1;1;[1.];[0.05];17833.81934;100)]
2,7,13901.21659133537,0.99949,1,1,[0.9778],[0.0278],3721.6837406158447,[(3339.73145;[0.9778];[0.0278];13901.21659;1;1;[0.9778];[0.0278];13901.21659;100)]
2,6,13486.189258918874,0.96965,1,1,[1.],[0.05],3970.804214477539,[(3566.16688;[1.];[0.05];13422.72104;1;1;[1.];[0.05];13486.18926;100)]
1,3,15972.192225271257,0.99835,1,1,[0.9993],[0.0493],3927.5150299072266,[(3612.80251;[0.9993];[0.0493];15978.07108;1;1;[0.9993];[0.0493];15972.19223;100)]
1,7,15981.088610404311,0.99891,1,1,[0.9932],[0.0432],3803.563356399536,[(3513.10444;[0.9932];[0.0432];15981.08861;1;1;[0.9932];[0.0432];15981.08861;100)]
1,5,15624.157446783849,0.9766,1,1,[1.],[0.05],3915.7819747924805,[(3576.12872;[1.];[0.05];15534.95382;1;1;[1.];[0.05];15624.15745;100)]
0,1,18328.876152156874,0.99965,1,1,[1.],[0.05],3915.9996509552,[(3497.91455;[1.];[0.05];18394.91100;1;1;[1.];[0.05];18328.87615;100)]
2,3,13896.260481816304,0.99914,1,1,[0.9977],[0.0477],3940.268039703369,[(3614.10403;[0.9967];[0.0467];13895.82902;1;1;[0.9977];[0.0477];13896.26048;100)]
0,5,17939.368321919592,0.97841,1,1,[1.],[0.05],4205.05166053772,[(3931.60057;[1.];[0.05];17842.44257;1;1;[1.];[0.05];17939.36832;100)]
1,1,15986.72313092698,0.99926,1,1,[1.],[0.05],4077.3189067840576,[(3584.39779;[1.];[0.05];16052.26352;1;1;[1.];[0.05];15986.72313;100)]
2,5,13617.707022932289,0.97911,1,1,[1.],[0.05],4243.291854858398,[(3985.37564;[1.];[0.05];13527.48461;1;1;[1.];[0.05];13617.70702;100)]
0,7,18298.29349698812,0.99798,1,1,[1.],[0.05],3871.739149093628,[(3619.15016;[1.];[0.05];18298.29350;1;1;[1.];[0.05];18298.29350;100)]
1,4,15862.273988243982,0.99148,1,1,[1.],[0.05],4053.879976272583,[(3640.92588;[1.];[0.05];15975.96298;1;1;[1.];[0.05];15862.27399;100)]
2,1,13883.67512373633,0.99823,1,1,[1.],[0.05],3850.693941116333,[(3568.28380;[1.];[0.05];13941.29970;1;1;[1.];[0.05];13883.67512;100)]
0,3,18247.032308011978,0.99519,1,1,[1.],[0.05],4513.9172077178955,[(4276.12662;[1.];[0.05];18257.74587;1;1;[1.];[0.05];18247.03231;100)]
1,6,15505.455823241471,0.96918,1,1,[1.],[0.05],4660.1502895355225,[(4366.50753;[1.];[0.05];15431.27860;1;1;[1.];[0.05];15505.45582;100)]
0,10,17811.112638263086,0.97141,1,1,[0.9517],[0.0017],8858.67953300476,"[(3858.66451;[0.8895];[-0.0605];18430.75747;1;0;[0.8949];[-0.0551];18097.64738;100),(5041.37087;[0.8895];[-0.0605];18430.75747;1;0;[0.8949];[-0.0551];18097.64738;100),(5656.29244;[0.8895];[-0.0605];18430.75747;1;0;[0.8949];[-0.0551];18097.64738;100),(6564.53156;[0.8895];[-0.0605];18430.75747;1;0;[0.8949];[-0.0551];18097.64738;100),(7172.11914;[0.8895];[-0.0605];18430.75747;1;0;[0.8949];[-0.0551];18097.64738;100),(7815.97805;[0.8895];[-0.0605];18430.75747;1;0;[0.8949];[-0.0551];18097.64738;100),(8623.73114;[0.9502];[0.0002];18074.56654;1;1;[0.9517];[0.0017];17811.11264;100)]"
0,9,18334.14888158054,0.99994,1,1,[1.],[0.05],9509.73629951477,"[(3611.92751;[0.8983];[-0.0517];18071.85063;1;0;[0.8968];[-0.0532];18083.88929;100),(4658.73170;[0.8983];[-0.0517];18071.85063;1;0;[0.8968];[-0.0532];18083.88929;100),(6425.19403;[0.9841];[0.0341];18274.17266;1;1;[0.9827];[0.0327];18290.57384;200),(9268.82148;[1.];[0.05];18313.82730;1;1;[1.];[0.05];18334.14888;400)]"
2,9,13901.144251318628,0.99949,1,1,[0.9976],[0.0476],9543.166637420654,"[(3592.22102;[0.7962];[-0.1538];13727.10959;1;0;[0.7899];[-0.1601];13740.21059;100),(4667.09232;[0.7962];[-0.1538];13727.10959;1;0;[0.7899];[-0.1601];13740.21059;100),(6701.98345;[0.8434];[-0.1066];13835.72507;1;0;[0.8413];[-0.1087];13850.84210;200),(9282.87339;[0.9983];[0.0483];13886.34386;1;1;[0.9976];[0.0476];13901.14425;400)]"
0,8,18292.25497819238,0.99765,1,1,[0.9827],[0.0327],9587.154865264893,"[(3457.31711;[0.921];[-0.029];18568.12311;1;0;[0.9131];[-0.0369];18161.03189;100),(4634.61828;[0.921];[-0.029];18568.12311;1;0;[0.9131];[-0.0369];18161.03189;100),(6791.94617;[0.921];[-0.029];18568.12311;1;0;[0.9131];[-0.0369];18161.03189;200),(9338.18173;[0.9847];[0.0347];18647.63768;1;1;[0.9827];[0.0327];18292.25498;400)]"
1,9,15983.306403898443,0.99905,1,1,[0.9937],[0.0437],9982.490301132202,"[(3762.15315;[0.8682];[-0.0818];15808.29184;1;0;[0.8669];[-0.0831];15818.91489;100),(4897.11308;[0.8682];[-0.0818];15808.29184;1;0;[0.8669];[-0.0831];15818.91489;100),(6680.36699;[0.9061];[-0.0439];15919.07501;1;0;[0.9027];[-0.0473];15930.84200;200),(9731.41193;[0.9947];[0.0447];15972.09411;1;1;[0.9937];[0.0437];15983.30640;400)]"
3,1,12202.46230186433,0.99734,1,1,[1.],[0.05],3579.193592071533,[(3339.84780;[1.];[0.05];12252.08972;1;1;[1.];[0.05];12202.46230;100)]
3,6,11926.474305276139,0.97478,1,1,[1.],[0.05],3663.8801097869873,[(3407.07850;[1.];[0.05];11874.32780;1;1;[1.];[0.05];11926.47431;100)]
3,5,12120.38633566516,0.99063,1,1,[1.],[0.05],3933.6843490600586,[(3633.55923;[1.];[0.05];12040.06967;1;1;[1.];[0.05];12120.38634;100)]
