Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,1,18328.876152156874,[1.],[0.05],864.2768859863281,[(42.98067;[1.];[0.05];18661.83346;[1.];[0.05];18328.87615)]
0,2,18008.345280416856,[0.9415],[-0.0085],7111.804008483887,"[(225.24738;[0.91];[-0.04];20363.93627;[0.9237];[-0.0263];18184.45898),(438.67826;[1.];[0.05];15009.16000;[0.9989];[0.0489];14317.23384),(645.29204;[0.91];[-0.04];20363.93627;[0.9237];[-0.0263];18184.45898),(834.97047;[0.91];[-0.04];20363.93627;[0.9237];[-0.0263];18184.45898),(996.05918;[0.91];[-0.04];20363.93627;[0.9237];[-0.0263];18184.45898),(1137.01344;[0.91];[-0.04];20363.93627;[0.9237];[-0.0263];18184.45898),(1326.09773;[1.];[0.05];15009.16000;[0.9989];[0.0489];14317.23384),(1478.98602;[0.91];[-0.04];20363.93627;[0.9237];[-0.0263];18184.45898),(1934.16476;[0.96];[0.01];19993.97718;[0.9415];[-0.0085];18008.34528)]"
0,3,18247.032308011978,[1.],[0.05],1075.7842063903809,[(506.31261;[1.];[0.05];18021.62079;[1.];[0.05];18247.03231)]
0,4,18213.73955181916,[1.],[0.05],686.6436004638672,[(121.08898;[1.];[0.05];17647.46256;[1.];[0.05];18213.73955)]
0,5,17939.368321919592,[1.],[0.05],936.2132549285889,[(330.90496;[1.];[0.05];18195.63156;[1.];[0.05];17939.36832)]
0,6,17833.81934403228,[1.],[0.05],658.6110591888428,[(27.79269;[1.];[0.05];17686.00061;[1.];[0.05];17833.81934)]
0,7,18298.29349698812,[1.],[0.05],698.4102725982666,[(108.56414;[1.];[0.05];18284.68733;[1.];[0.05];18298.29350)]
0,8,18161.03189376399,[0.9131],[-0.0369],691.7061805725098,[(70.24217;[0.97];[0.02];19459.56086;[0.9131];[-0.0369];18161.03189)]
0,9,18083.889285827914,[0.8968],[-0.0532],897.1848487854004,[(56.67543;[0.95];[0.];19136.21715;[0.8968];[-0.0532];18083.88929)]
0,10,18221.066567165224,[1.],[0.05],197719.88606452942,"[(243.16597;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(768.51416;[1.];[0.05];14760.83620;[0.9995];[0.0495];14066.09496),(1011.75237;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(1250.53525;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(1482.14650;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(1906.34155;[1.];[0.05];14760.83620;[0.9995];[0.0495];14066.09496),(2116.99414;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(2384.51171;[0.97];[0.02];17630.72650;[0.9858];[0.0358];16403.87108),(2651.99018;[0.9];[-0.05];20628.77914;[0.8982];[-0.0518];18108.27275),(3043.92505;[1.];[0.05];14760.83620;[0.9995];[0.0495];14066.09496),(3323.08054;[0.9];[-0.05];20628.77914;[0.8982];[-0.0518];18108.27275),(3578.44973;[0.99];[0.04];16623.29187;[0.9932];[0.0432];15599.79284),(3897.69244;[0.9];[-0.05];20555.22136;[0.9119];[-0.0381];18144.65983),(4168.16592;[0.99];[0.04];16623.29187;[0.9932];[0.0432];15599.79284),(4450.35481;[0.93];[-0.02];18814.88089;[0.9721];[0.0221];17264.29215),(4725.55733;[0.97];[0.02];17630.72650;[0.9858];[0.0358];16403.87108),(4987.28442;[0.93];[-0.02];18814.88089;[0.9721];[0.0221];17264.29215),(5256.86121;[1.];[0.05];14811.55681;[0.9993];[0.0493];14103.56035),(5519.20795;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(5792.13262;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(6070.07551;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(6432.45912;[1.];[0.05];14811.55681;[0.9993];[0.0493];14103.56035),(6666.83054;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(7098.38343;[0.98];[0.03];17487.34191;[0.9877];[0.0377];16310.56724),(7340.77144;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(7646.83557;[1.];[0.05];15945.26660;[0.9977];[0.0477];15035.92489),(7936.48338;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(8316.62798;[1.];[0.05];14856.92264;[0.9993];[0.0493];14133.24695),(8574.02444;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(8826.19119;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(9330.99461;[0.93];[-0.02];19573.16640;[0.9572];[0.0072];17714.04366),(9652.57597;[0.93];[-0.02];19511.70115;[0.9592];[0.0092];17700.70678),(9946.68126;[1.];[0.05];17551.49152;[0.9999];[0.0499];16533.61591),(10209.38993;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(10619.27104;[0.92];[-0.03];19616.58393;[0.9524];[0.0024];17775.41966),(11607.26547;[1.];[0.05];15417.99711;[1.];[0.05];14794.40889),(11869.82274;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(12254.15754;[0.99];[0.04];16853.64928;[0.9922];[0.0422];15799.49100),(12452.83079;[0.93];[-0.02];19013.06904;[0.9684];[0.0184];17423.26012),(12748.00777;[0.97];[0.02];17753.76405;[0.9843];[0.0343];16489.35853),(13072.45159;[0.95];[0.];18418.84941;[0.9767];[0.0267];17000.79078),(13474.94197;[0.9];[-0.05];20634.14838;[0.8977];[-0.0523];18096.73690),(13817.61122;[0.98];[0.03];17405.47353;[0.9887];[0.0387];16217.79687),(14210.11949;[0.97];[0.02];18224.59343;[0.9755];[0.0255];16727.88548),(14376.26600;[0.9];[-0.05];20603.64494;[0.9041];[-0.0459];18125.50242),(14859.74264;[0.98];[0.03];17431.93174;[0.988];[0.038];16228.95870),(15404.15668;[0.97];[0.02];18120.77783;[0.982];[0.032];16709.06454),(15725.05021;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(16188.53951;[1.];[0.05];14827.05300;[0.9993];[0.0493];14119.42008),(16433.53724;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(16761.41548;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(17082.37910;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(17229.65765;[1.];[0.05];14825.78174;[0.9993];[0.0493];14118.16198),(17564.04018;[0.9];[-0.05];20616.14453;[0.9012];[-0.0488];18112.63141),(17879.80700;[1.];[0.05];15966.66104;[0.9978];[0.0478];15058.36765),(18254.21071;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(18724.60675;[0.97];[0.02];17979.17313;[0.9832];[0.0332];16692.01746),(19049.27349;[0.9];[-0.05];20652.77436;[0.8966];[-0.0534];18090.35191),(19532.49121;[0.98];[0.03];17322.45385;[0.9893];[0.0393];16160.60228),(19955.30534;[0.97];[0.02];18234.08163;[0.9805];[0.0305];16777.67381),(20594.06781;[0.93];[-0.02];19037.46244;[0.9673];[0.0173];17425.96152),(21119.65299;[0.98];[0.03];17317.60718;[0.9889];[0.0389];16151.07090),(21286.31067;[0.93];[-0.02];19555.78512;[0.9579];[0.0079];17716.58226),(21572.52216;[0.93];[-0.02];19013.58832;[0.9684];[0.0184];17423.86378),(22226.92990;[0.95];[0.];18182.37485;[0.9756];[0.0256];16783.95447),(22778.81145;[0.97];[0.02];17773.28376;[0.9793];[0.0293];16459.36392),(22944.54670;[0.9];[-0.05];20603.64494;[0.9041];[-0.0459];18125.50242),(23883.51345;[0.97];[0.02];18184.15572;[0.981];[0.031];16763.28814),(24548.96522;[0.96];[0.01];18092.06223;[0.9753];[0.0253];16600.91402),(24683.44665;[0.93];[-0.02];18948.04553;[0.9678];[0.0178];17323.80698),(25027.75455;[1.];[0.05];16876.09387;[1.];[0.05];16013.31144),(25725.12794;[0.99];[0.04];18236.40430;[0.9975];[0.0475];17012.49759),(25997.82538;[0.9];[-0.05];20603.64494;[0.9041];[-0.0459];18125.50242),(26258.12125;[0.93];[-0.02];19263.96599;[0.9597];[0.0097];17452.49783),(26573.76051;[0.93];[-0.02];18792.00029;[0.9696];[0.0196];17282.54673),(27258.92782;[0.98];[0.03];17402.29262;[0.988];[0.038];16210.42416),(27501.73140;[0.97];[0.02];17985.10174;[0.9779];[0.0279];16613.34158),(28215.15441;[0.98];[0.03];17598.94763;[0.9861];[0.0361];16319.23491),(28696.94877;[0.98];[0.03];17636.34087;[0.9859];[0.0359];16389.05994),(28876.98460;[0.97];[0.02];17787.36738;[0.9789];[0.0289];16446.50188),(29263.68046;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(29553.01070;[0.9];[-0.05];20603.64494;[0.9041];[-0.0459];18125.50242),(29731.44317;[1.];[0.05];15023.24791;[0.9993];[0.0493];14291.88764),(29992.87033;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(30276.53480;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(30500.03600;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(31230.47042;[1.];[0.05];15356.87234;[1.];[0.05];15070.51123),(31964.48064;[1.];[0.05];15134.37970;[1.];[0.05];14549.67843),(32162.23264;[0.9];[-0.05];20603.64494;[0.9041];[-0.0459];18125.50242),(32405.04646;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(32521.62337;[0.96];[0.01];18283.61378;[0.9793];[0.0293];16820.38387),(32736.68289;[0.93];[-0.02];19623.86352;[0.9564];[0.0064];17770.07798),(32915.36593;[0.97];[0.02];18219.50045;[0.9753];[0.0253];16721.13673),(33392.73906;[0.9];[-0.05];20611.39198;[0.9017];[-0.0483];18119.42887),(33763.38100;[1.];[0.05];15973.92510;[0.9975];[0.0475];15056.06221),(34055.16791;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(34528.99241;[1.];[0.05];14911.14173;[0.9993];[0.0493];14173.99535),(34791.12363;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(35063.29989;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(35323.06409;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(35508.11577;[1.];[0.05];15355.69580;[1.];[0.05];14682.87190),(35697.47639;[0.92];[-0.03];19657.34786;[0.9537];[0.0037];17809.36543),(36060.30893;[0.92];[-0.03];19636.37626;[0.9539];[0.0039];17792.90671),(36690.49788;[1.];[0.05];15212.81725;[1.];[0.05];14812.13983),(37234.52091;[0.97];[0.02];17751.59378;[0.9851];[0.0351];16428.49338),(37505.73063;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(37756.40559;[0.92];[-0.03];19615.39237;[0.9518];[0.0018];17775.58780),(38300.77767;[0.95];[0.];18266.99738;[0.9742];[0.0242];16743.05420),(39345.38651;[0.98];[0.03];17640.98737;[0.9859];[0.0359];16397.08757),(39974.71404;[0.97];[0.02];17830.67911;[0.9788];[0.0288];16481.12519),(41117.01107;[0.93];[-0.02];19347.51395;[0.9591];[0.0091];17523.69011),(41857.47933;[0.97];[0.02];18043.46114;[0.9822];[0.0322];16749.09825),(42503.93462;[0.96];[0.01];18272.05028;[0.9788];[0.0288];16807.16609),(42686.96642;[1.];[0.05];18463.95866;[0.9988];[0.0488];17139.29540),(43009.31716;[0.93];[-0.02];19085.18199;[0.9673];[0.0173];17462.18046),(43506.79612;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(44004.97198;[1.];[0.05];15379.10855;[1.];[0.05];14771.36149),(44279.46115;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(44730.94296;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(45332.52096;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(45836.78818;[1.];[0.05];16204.45373;[1.];[0.05];16106.34954),(46402.20881;[1.];[0.05];15512.93102;[1.];[0.05];15229.26391),(46819.67735;[1.];[0.05];16180.87028;[1.];[0.05];15422.02230),(47123.94261;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(47371.47760;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(47885.58674;[1.];[0.05];14878.36476;[0.9993];[0.0493];14137.49606),(48446.84625;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(48874.70055;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(49468.72306;[0.96];[0.01];18352.13179;[0.9783];[0.0283];16867.27992),(49722.61739;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(50281.41904;[1.];[0.05];15960.91346;[0.9978];[0.0478];15052.57694),(50545.22943;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(51361.51886;[1.];[0.05];17451.09160;[0.9989];[0.0489];16344.31131),(51557.13654;[0.92];[-0.03];19660.79536;[0.9536];[0.0036];17812.24302),(51785.78401;[1.];[0.05];17328.35379;[1.];[0.05];16532.91108),(52115.93127;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(52832.02696;[1.];[0.05];15440.38396;[1.];[0.05];14815.31181),(53369.00997;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(53616.41788;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(54011.63411;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(54589.25152;[1.];[0.05];15501.03394;[1.];[0.05];14840.71745),(55500.83542;[1.];[0.05];18236.26693;[1.];[0.05];17289.28048),(55730.80683;[0.95];[0.];18356.67610;[0.9747];[0.0247];16852.13212),(56036.53359;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(56362.79154;[1.];[0.05];16671.79505;[1.];[0.05];16147.16293),(56669.85822;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(57240.75842;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(57643.40234;[0.92];[-0.03];19660.79536;[0.9536];[0.0036];17812.24302),(58302.78397;[1.];[0.05];16731.58932;[1.];[0.05];16233.86238),(58947.06988;[1.];[0.05];16502.68928;[1.];[0.05];15905.12827),(59244.32921;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(59542.84644;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(60317.35253;[1.];[0.05];14917.92807;[0.9993];[0.0493];14195.83398),(60583.76217;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(61063.23528;[0.92];[-0.03];19683.10435;[0.953];[0.003];17822.69777),(61736.96804;[0.93];[-0.02];19558.70985;[0.9558];[0.0058];17666.06761),(62110.64982;[1.];[0.05];18958.02389;[1.];[0.05];17879.93697),(62361.83119;[1.];[0.05];15205.41757;[1.];[0.05];14931.40082),(62738.52801;[1.];[0.05];15189.68547;[1.];[0.05];14786.99842),(63011.70111;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(63219.34724;[1.];[0.05];14783.22112;[0.9993];[0.0493];14072.47876),(63496.04440;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(63787.08100;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(64093.37068;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(64638.73696;[1.];[0.05];15890.32764;[1.];[0.05];15210.47711),(64828.99952;[0.97];[0.02];18012.28762;[0.9806];[0.0306];16692.85514),(65100.69251;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(65333.43267;[0.97];[0.02];18042.74240;[0.9799];[0.0299];16707.05906),(65733.57320;[0.92];[-0.03];19657.34786;[0.9537];[0.0037];17809.36543),(66167.04559;[0.98];[0.03];17274.49406;[0.9888];[0.0388];16158.12169),(66589.08010;[0.91];[-0.04];20010.41710;[0.935];[-0.015];17821.57546),(67220.36839;[0.93];[-0.02];19370.26025;[0.9579];[0.0079];17532.76481),(67549.73078;[1.];[0.05];16159.03259;[1.];[0.05];15594.32538),(68376.96457;[1.];[0.05];18768.72003;[1.];[0.05];17699.63563),(68802.57607;[1.];[0.05];14856.92264;[0.9993];[0.0493];14133.24695),(69321.29622;[0.92];[-0.03];19676.70454;[0.9531];[0.0031];17818.29641),(69746.76847;[0.96];[0.01];18366.13568;[0.978];[0.028];16865.24580),(70173.52676;[1.];[0.05];18340.49313;[1.];[0.05];17240.28959),(70528.20277;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(71077.42763;[1.];[0.05];14925.89609;[0.999];[0.049];14183.38296),(71352.54550;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(71636.58667;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(71903.71227;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(72409.54876;[1.];[0.05];14861.42031;[0.9993];[0.0493];14137.72308),(72671.89598;[0.97];[0.02];18012.28762;[0.9806];[0.0306];16692.85514),(72837.69989;[0.97];[0.02];18012.28762;[0.9806];[0.0306];16692.85514),(73690.23871;[1.];[0.05];15140.83320;[1.];[0.05];14558.22572),(74013.04555;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(74288.05470;[0.9];[-0.05];20668.26229;[0.8949];[-0.0551];18097.64738),(74838.49835;[1.];[0.05];17988.16763;[1.];[0.05];17112.85609),(75341.90726;[0.91];[-0.04];20011.61115;[0.9317];[-0.0183];17801.72710),(75817.06929;[1.];[0.05];19987.38527;[1.];[0.05];18221.06657)]"
