Hardness,Seed,Objective,ObjRatio,deter_feas,prob_feas,feas,surplus,Runtime,solutions
1,7,15981.088610404311,0.99891,1,1,[0.9932],[0.0432],166.86177253723145,[(161.57269;[0.99];[0.04];15983.92298;1;1;[0.9932];[0.0432];15981.08861;100)]
2,6,13486.189258918874,0.96965,1,1,[1.],[0.05],233.56294631958008,[(227.29659;[1.];[0.05];13411.24230;1;1;[1.];[0.05];13486.18926;100)]
0,9,18083.889285827914,0.98629,1,0,[0.8968],[-0.0532],218.400239944458,[(212.09860;[0.95];[0.];19136.21715;1;0;[0.8968];[-0.0532];18083.88929;100)]
1,1,15986.72313092698,0.99926,1,1,[1.],[0.05],200.2718448638916,[(194.04578;[1.];[0.05];16303.81118;1;1;[1.];[0.05];15986.72313;100)]
2,1,13883.67512373633,0.99823,1,1,[1.],[0.05],274.0354537963867,[(264.18114;[1.];[0.05];14172.06084;1;1;[1.];[0.05];13883.67512;100)]
1,4,15862.273988243982,0.99148,1,1,[1.],[0.05],266.0377025604248,[(253.87692;[1.];[0.05];15363.38545;1;1;[1.];[0.05];15862.27399;100)]
0,1,18328.876152156874,0.99965,1,1,[1.],[0.05],200.29139518737793,[(193.81237;[1.];[0.05];18661.83346;1;1;[1.];[0.05];18328.87615;100)]
0,5,17939.368321919592,0.97841,1,1,[1.],[0.05],528.717041015625,[(518.92734;[1.];[0.05];18195.63156;1;1;[1.];[0.05];17939.36832;100)]
0,7,18298.29349698812,0.99798,1,1,[1.],[0.05],297.3966598510742,[(291.06236;[1.];[0.05];18284.68733;1;1;[1.];[0.05];18298.29350;100)]
0,4,18213.73955181916,0.99337,1,1,[1.],[0.05],322.8344917297363,[(316.33568;[1.];[0.05];17647.46256;1;1;[1.];[0.05];18213.73955;100)]
1,3,15972.192225271257,0.99835,1,1,[0.9993],[0.0493],251.99389457702637,[(244.98987;[1.];[0.05];15716.45329;1;1;[0.9993];[0.0493];15972.19223;100)]
0,6,17833.81934403228,0.97265,1,1,[1.],[0.05],207.19337463378906,[(197.23535;[1.];[0.05];17686.00061;1;1;[1.];[0.05];17833.81934;100)]
2,4,13789.636200422561,0.99147,1,1,[1.],[0.05],212.87155151367188,[(203.22180;[1.];[0.05];13320.61215;1;1;[1.];[0.05];13789.63620;100)]
2,7,13901.21659133537,0.99949,1,1,[0.9778],[0.0278],422.17159271240234,[(412.51349;[0.98];[0.03];13924.15040;1;1;[0.9778];[0.0278];13901.21659;100)]
1,5,15624.157446783849,0.9766,1,1,[1.],[0.05],320.60766220092773,[(306.76079;[1.];[0.05];15898.72874;1;1;[1.];[0.05];15624.15745;100)]
2,3,13896.260481816304,0.99914,1,1,[0.9977],[0.0477],308.42089653015137,[(300.19975;[1.];[0.05];13623.01835;1;1;[0.9977];[0.0477];13896.26048;100)]
1,6,15505.455823241471,0.96918,1,1,[1.],[0.05],706.305980682373,[(701.12419;[1.];[0.05];15444.14513;1;1;[1.];[0.05];15505.45582;100)]
0,8,18161.03189376399,0.9905,1,0,[0.9131],[-0.0369],263.0589008331299,[(257.48730;[0.97];[0.02];19459.56086;1;0;[0.9131];[-0.0369];18161.03189;100)]
0,3,18247.032308011978,0.99519,1,1,[1.],[0.05],810.2283477783203,[(803.96438;[1.];[0.05];18021.62079;1;1;[1.];[0.05];18247.03231;100)]
2,5,13617.707022932289,0.97911,1,1,[1.],[0.05],746.6447353363037,[(740.39865;[1.];[0.05];13817.88037;1;1;[1.];[0.05];13617.70702;100)]
3,4,12103.654232917006,0.98926,1,1,[1.],[0.05],192.32463836669922,[(182.79696;[1.];[0.05];11679.40700;1;1;[1.];[0.05];12103.65423;100)]
3,1,12202.46230186433,0.99734,1,1,[1.],[0.05],146.40331268310547,[(140.96689;[1.];[0.05];12491.76569;1;1;[1.];[0.05];12202.46230;100)]
3,6,11926.474305276139,0.97478,1,1,[1.],[0.05],182.1749210357666,[(170.22133;[1.];[0.05];11753.58555;1;1;[1.];[0.05];11926.47431;100)]
3,5,12120.38633566516,0.99063,1,1,[1.],[0.05],505.6796073913574,[(494.05932;[1.];[0.05];12165.39988;1;1;[1.];[0.05];12120.38634;100)]
4,6,10524.835942541966,0.96854,1,1,[1.],[0.05],186.79475784301758,[(175.65370;[1.];[0.05];10370.69619;1;1;[1.];[0.05];10524.83594;100)]
4,5,10808.483191564532,0.99464,1,1,[0.9619],[0.0119],599.6048450469971,[(589.74123;[0.95];[0.];10789.03779;1;1;[0.9619];[0.0119];10808.48319;100)]
5,6,9090.370680579874,0.94073,1,1,[0.9916],[0.0416],191.1940574645996,[(178.93887;[1.];[0.05];9140.11168;1;1;[0.9916];[0.0416];9090.37068;100)]
