Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,5,48367.58276158482,[0.9994],[0.0494],7354.344606399536,[(7228.30868;[1.];[0.05];54026.11947;[0.9994];[0.0494];48367.58276;100)]
0,7,45395.31630743565,[0.9998],[0.0498],7832.918882369995,[(7715.59453;[1.];[0.05];75242.48058;[0.9998];[0.0498];45395.31631;100)]
1,4,30755.348149215228,[0.9987],[0.0487],7715.914726257324,[(7598.33241;[1.];[0.05];31420.70439;[0.9987];[0.0487];30755.34815;100)]
1,5,30640.351297838988,[0.9983],[0.0483],7871.518135070801,[(7753.73793;[1.];[0.05];35848.47912;[0.9983];[0.0483];30640.35130;100)]
0,4,49141.559596555715,[0.9992],[0.0492],8123.042821884155,[(8011.99460;[1.];[0.05];48108.71540;[0.9992];[0.0492];49141.55960;100)]
1,1,33128.5060221189,[0.998],[0.048],8098.050594329834,[(7951.04241;[1.];[0.05];33944.93244;[0.998];[0.048];33128.50602;100)]
0,3,49650.27665641439,[0.9997],[0.0497],8363.010168075562,[(8219.15126;[1.];[0.05];46151.05135;[0.9997];[0.0497];49650.27666;100)]
0,9,43014.327592503665,[0.9951],[0.0451],8385.433435440063,[(8242.43355;[1.];[0.05];61072.70126;[0.9951];[0.0451];43014.32759;100)]
0,8,50879.85826630237,[0.9991],[0.0491],8384.667158126831,[(8241.42170;[1.];[0.05];56429.13697;[0.9991];[0.0491];50879.85827;100)]
1,3,32098.416034866423,[0.9996],[0.0496],8787.616491317749,[(8643.60833;[1.];[0.05];29561.08228;[0.9996];[0.0496];32098.41603;100)]
0,1,51156.76317679375,[1.],[0.05],9053.950786590576,[(8935.84776;[1.];[0.05];52538.09105;[1.];[0.05];51156.76318;100)]
0,6,49762.516059597176,[0.9999],[0.0499],9848.546504974365,[(9736.72700;[1.];[0.05];46092.39074;[0.9999];[0.0499];49762.51606;100)]
2,3,20854.961869983214,[0.9987],[0.0487],6756.67405128479,[(6640.30147;[1.];[0.05];18843.83483;[0.9987];[0.0487];20854.96187;100)]
