Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,7,17551.69575172564,[0.9536],[0.0036],155.68184852600098,[(152.15230;[1.];[0.05];17871.67367;[0.9536];[0.0036];17551.69575;10)]
1,7,15074.766896992096,[0.942],[-0.008],139.9686336517334,[(136.08670;[1.];[0.05];15552.71903;[0.942];[-0.008];15074.76690;10)]
0,1,17884.72982786803,[0.9367],[-0.0133],124.66025352478027,[(120.63837;[1.];[0.05];20997.26328;[0.9367];[-0.0133];17884.72983;10)]
0,8,17299.733936549026,[1.],[0.05],169.0976619720459,[(165.21955;[1.];[0.05];17931.50788;[1.];[0.05];17299.73394;10)]
0,5,15697.12433652682,[0.9572],[0.0072],116.81556701660156,[(112.95581;[1.];[0.05];18818.04666;[0.9572];[0.0072];15697.12434;10)]
0,4,17189.204325409853,[1.],[0.05],180.4201602935791,[(176.51033;[1.];[0.05];17594.05886;[1.];[0.05];17189.20433;10)]
1,8,15303.548483169336,[1.],[0.05],304.0127754211426,[(300.05407;[1.];[0.05];15580.75178;[1.];[0.05];15303.54848;10)]
2,5,11799.469925506955,[0.8808],[-0.0692],426.47671699523926,[(422.06454;[1.];[0.05];13969.95987;[0.8808];[-0.0692];11799.46993;10)]
2,8,13138.118384022768,[1.],[0.05],306.3817024230957,[(302.31357;[1.];[0.05];13451.31267;[1.];[0.05];13138.11838;10)]
0,6,17919.058874128954,[0.9391],[-0.0109],149.85132217407227,[(145.82086;[1.];[0.05];19129.39145;[0.9391];[-0.0109];17919.05887;10)]
1,1,15685.338746039984,[0.9004],[-0.0496],160.8591079711914,[(154.35338;[1.];[0.05];18317.83036;[0.9004];[-0.0496];15685.33875;10)]
2,4,13256.86989761685,[1.],[0.05],301.32198333740234,[(297.51539;[1.];[0.05];13252.09347;[1.];[0.05];13256.86990;10)]
1,5,13644.868921748299,[0.9233],[-0.0267],371.6106414794922,[(367.56468;[1.];[0.05];16253.10742;[0.9233];[-0.0267];13644.86892;10)]
2,1,13632.59323337368,[0.8449],[-0.1051],137.82739639282227,[(133.92258;[1.];[0.05];15884.81716;[0.8449];[-0.1051];13632.59323;10)]
2,7,13041.634802652967,[0.9068],[-0.0432],126.67965888977051,[(123.00682;[1.];[0.05];13468.31238;[0.9068];[-0.0432];13041.63480;10)]
1,4,15117.210134256095,[1.],[0.05],230.17144203186035,[(225.95072;[1.];[0.05];15305.94182;[1.];[0.05];15117.21013;10)]
0,2,17798.935607828545,[0.9516],[0.0016],351.25207901000977,[(347.16630;[1.];[0.05];19995.36962;[0.9516];[0.0016];17798.93561;10)]
0,10,17489.84131138749,[0.8487],[-0.1013],401.72600746154785,[(397.50934;[1.];[0.05];33434.42342;[0.8487];[-0.1013];17489.84131;10)]
1,2,15556.024478069558,[0.9239],[-0.0261],579.2207717895508,[(574.99695;[1.];[0.05];17576.85451;[0.9239];[-0.0261];15556.02448;10)]
