Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,4,19676.54227610379,[0.9752],[0.0252],31051.907777786255,[(30820.29581;[0.9759];[0.0259];19959.00261;[0.9752];[0.0252];19676.54228;100)]
0,3,19007.33073316298,[0.9669],[0.0169],31273.138284683228,[(31035.94542;[0.9669];[0.0169];18979.53627;[0.9669];[0.0169];19007.33073;100)]
1,4,14327.10889254873,[0.9807],[0.0307],31051.634550094604,[(30729.12478;[0.9822];[0.0322];14529.12535;[0.9807];[0.0307];14327.10889;100)]
1,3,14322.510492531586,[0.975],[0.025],31568.78423690796,[(31345.22629;[0.9758];[0.0258];14342.94655;[0.975];[0.025];14322.51049;100)]
0,6,19613.21463833538,[1.],[0.05],33284.987688064575,[(33036.00860;[0.9999];[0.0499];19716.86886;[1.];[0.05];19613.21464;100)]
1,6,14591.134740438803,[1.],[0.05],29828.46713066101,[(29601.56965;[1.];[0.05];14666.49899;[1.];[0.05];14591.13474;100)]
0,1,19684.06420717464,[0.9639],[0.0139],66576.580286026,"[(30914.91413;[0.9455];[-0.0045];19790.44353;[0.9456];[-0.0044];19667.00892;100),(40503.66664;[0.9475];[-0.0025];19795.72013;[0.9483];[-0.0017];19673.20412;100),(46002.08926;[0.9475];[-0.0025];19795.72013;[0.9483];[-0.0017];19673.20412;100),(51540.23743;[0.9475];[-0.0025];19795.72013;[0.9483];[-0.0017];19673.20412;100),(56882.17878;[0.9475];[-0.0025];19795.72013;[0.9483];[-0.0017];19673.20412;100),(63901.83163;[0.9475];[-0.0025];19795.72013;[0.9483];[-0.0017];19673.20412;100),(64676.61524;[0.9911];[0.0411];19368.16695;[0.9905];[0.0405];19265.27639;100),(65416.93377;[0.9681];[0.0181];19780.53208;[0.9685];[0.0185];19666.08779;100),(65886.75976;[0.949];[-0.001];19799.61337;[0.9506];[0.0006];19677.83402;100),(66345.09420;[0.963];[0.013];19801.93885;[0.9639];[0.0139];19684.06421;100)]"
1,5,14878.708918920644,[0.9498],[-0.0002],519325.66261291504,"[(30924.22342;[0.8495];[-0.1005];14744.87004;[0.8476];[-0.1024];14917.91308;100),(40395.52617;[0.8491];[-0.1009];14745.30643;[0.8471];[-0.1029];14917.60675;100),(58347.49770;[0.8581];[-0.0919];14644.15605;[0.8543];[-0.0957];14800.11923;200),(92987.13541;[0.8276];[-0.1224];14852.76629;[0.8247];[-0.1253];15005.04001;400),(109891.85929;[0.8276];[-0.1224];14852.76629;[0.8247];[-0.1253];15005.04001;400),(128089.02383;[0.8276];[-0.1224];14852.76629;[0.8247];[-0.1253];15005.04001;400),(146068.59589;[0.8276];[-0.1224];14852.76629;[0.8247];[-0.1253];15005.04001;400),(162189.25524;[0.8276];[-0.1224];14852.76629;[0.8247];[-0.1253];15005.04001;400),(179173.53678;[0.8276];[-0.1224];14852.76629;[0.8247];[-0.1253];15005.04001;400),(196052.80209;[0.8276];[-0.1224];14852.76629;[0.8247];[-0.1253];15005.04001;400),(196574.50056;[0.9476];[-0.0024];14609.03529;[0.9478];[-0.0022];14713.81391;400),(197052.38652;[0.9863];[0.0363];14253.22594;[0.9825];[0.0325];14332.35593;400),(201006.46710;[0.9786];[0.0286];14469.99040;[0.9754];[0.0254];14569.10503;400),(201539.95061;[0.9523];[0.0023];14597.67582;[0.9517];[0.0017];14701.06315;400),(202019.10877;[0.9476];[-0.0024];14609.03529;[0.9478];[-0.0022];14713.81391;400),(202417.82045;[0.9476];[-0.0024];14609.03529;[0.9478];[-0.0022];14713.81391;400),(202886.92164;[0.9479];[-0.0021];14603.66238;[0.948];[-0.002];14707.51415;400),(203345.92557;[0.9498];[-0.0002];14601.66708;[0.9495];[-0.0005];14705.35513;400),(203772.83216;[0.9482];[-0.0018];14601.25744;[0.9481];[-0.0019];14704.63894;400),(204293.13684;[0.9477];[-0.0023];14599.40408;[0.9479];[-0.0021];14702.52439;400),(204827.11768;[0.9502];[0.0002];14599.02865;[0.9501];[0.0001];14702.82350;400),(205320.52350;[0.9502];[0.0002];14599.02865;[0.9501];[0.0001];14702.82350;400),(205823.45104;[0.9518];[0.0018];14598.34975;[0.951];[0.001];14701.72193;400),(206306.27656;[0.9518];[0.0018];14598.34975;[0.951];[0.001];14701.72193;400),(206826.21384;[0.9518];[0.0018];14598.34975;[0.951];[0.001];14701.72193;400),(207298.01083;[0.9518];[0.0018];14598.34975;[0.951];[0.001];14701.72193;400),(273862.02168;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(308821.92802;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(346086.78579;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(381316.39338;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(413878.90339;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(447512.29715;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(482930.59468;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(515391.74485;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(515863.32250;[0.9533];[0.0033];14603.52698;[0.9526];[0.0026];14708.41524;800),(516400.34819;[0.9456];[-0.0044];14766.95057;[0.9453];[-0.0047];14890.05680;800),(516882.43914;[0.9543];[0.0043];14600.58439;[0.9537];[0.0037];14704.79097;800),(517401.33047;[0.9543];[0.0043];14600.58439;[0.9537];[0.0037];14704.79097;800),(517968.89281;[0.9463];[-0.0037];14766.59047;[0.9459];[-0.0041];14889.77944;800),(518550.74143;[0.9494];[-0.0006];14761.15484;[0.948];[-0.002];14883.37272;800),(519090.47294;[0.9509];[0.0009];14756.57594;[0.9498];[-0.0002];14878.70892;800)]"
0,5,19897.77634850671,[0.9497],[-0.0003],553017.3738002777,"[(31275.84147;[0.8114];[-0.1386];19695.07901;[0.804];[-0.146];19947.13518;100),(40513.59773;[0.8116];[-0.1384];19695.06183;[0.8045];[-0.1455];19946.94115;100),(57498.24357;[0.8128];[-0.1372];19696.45702;[0.8055];[-0.1445];19947.05157;200),(66531.48746;[0.8128];[-0.1372];19696.45702;[0.8055];[-0.1445];19947.05157;200),(75285.31480;[0.8128];[-0.1372];19696.45702;[0.8055];[-0.1445];19947.05157;200),(84137.74347;[0.8128];[-0.1372];19696.45702;[0.8055];[-0.1445];19947.05157;200),(93163.82051;[0.8128];[-0.1372];19696.45702;[0.8055];[-0.1445];19947.05157;200),(101066.49303;[0.8128];[-0.1372];19696.45702;[0.8055];[-0.1445];19947.05157;200),(106329.95391;[0.9242];[-0.0258];19392.20169;[0.9215];[-0.0285];19568.62597;200),(140099.57719;[0.8623];[-0.0877];19823.66974;[0.8603];[-0.0897];20047.93203;400),(158178.76887;[0.8623];[-0.0877];19823.66974;[0.8603];[-0.0897];20047.93203;400),(175618.10732;[0.8623];[-0.0877];19823.66974;[0.8603];[-0.0897];20047.93203;400),(194648.33784;[0.8623];[-0.0877];19823.66974;[0.8603];[-0.0897];20047.93203;400),(211588.41205;[0.8623];[-0.0877];19823.66974;[0.8603];[-0.0897];20047.93203;400),(228621.73700;[0.8623];[-0.0877];19823.66974;[0.8603];[-0.0897];20047.93203;400),(244142.69042;[0.8623];[-0.0877];19823.66974;[0.8603];[-0.0897];20047.93203;400),(246532.06754;[0.9768];[0.0268];19526.35377;[0.9726];[0.0226];19680.39186;400),(248238.68418;[0.9252];[-0.0248];19755.59764;[0.9234];[-0.0266];19936.36552;400),(313083.94575;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(347859.96056;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(383045.22204;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(417906.43454;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(451353.15084;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(483750.45443;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(517113.35087;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(551583.65941;[0.9425];[-0.0075];19729.49977;[0.941];[-0.009];19907.13610;800),(552112.02502;[0.9912];[0.0412];19501.68976;[0.9899];[0.0399];19652.91165;800),(552748.49534;[0.9512];[0.0012];19719.48107;[0.9497];[-0.0003];19897.77635;800)]"
2,3,10989.478848786473,[0.9582],[0.0082],30363.09003829956,[(30136.51657;[0.9571];[0.0071];11006.09232;[0.9582];[0.0082];10989.47885;100)]
