Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,2,-2.5601592811210666e+28,[0.4916],[-0.4584],1421521.5203762054,"[(59609.02762;[0.54];[-0.41];299117735471553908253980098560.00000;[0.4916];[-0.4584];-25601592811210665844893810688.00000;100),(727915.77458;[0.54];[-0.41];299117735471553908253980098560.00000;[0.4916];[-0.4584];-25601592811210665844893810688.00000;100),(1075593.65058;[0.54];[-0.41];299117735471553908253980098560.00000;[0.4916];[-0.4584];-25601592811210665844893810688.00000;100)]"
1,3,6.867819725309274e+25,[0.4975],[-0.4525],1425347.7833271027,"[(59216.68577;[0.58];[-0.37];749063681350230196325040783360.00000;[0.4975];[-0.4525];68678197253092741096669184.00000;100),(722397.87912;[0.58];[-0.37];749063681350230196325040783360.00000;[0.4975];[-0.4525];68678197253092741096669184.00000;100),(1075074.85914;[0.58];[-0.37];749063681350230196325040783360.00000;[0.4975];[-0.4525];68678197253092741096669184.00000;100)]"
1,1,-2.364835474167449e+28,[0.4919],[-0.4581],1428588.2124900818,"[(58712.32343;[0.54];[-0.41];519267619748086701234969378816.00000;[0.4919];[-0.4581];-23648354741674488150676733952.00000;100),(714732.34725;[0.54];[-0.41];519267619748086701234969378816.00000;[0.4919];[-0.4581];-23648354741674488150676733952.00000;100),(1079653.63669;[0.54];[-0.41];519267619748086701234969378816.00000;[0.4919];[-0.4581];-23648354741674488150676733952.00000;100)]"
0,5,-1.887771480181128e+27,[0.4975],[-0.4525],1441402.3175239563,"[(58403.29599;[0.52];[-0.43];212129223803658920751813099520.00000;[0.4975];[-0.4525];-1887771480181127923072237568.00000;100),(740670.79830;[0.52];[-0.43];212129223803658920751813099520.00000;[0.4975];[-0.4525];-1887771480181127923072237568.00000;100),(1092803.39837;[0.52];[-0.43];212129223803658920751813099520.00000;[0.4975];[-0.4525];-1887771480181127923072237568.00000;100)]"
1,5,-1.887771480181128e+27,[0.4975],[-0.4525],1446134.4208717346,"[(58758.79860;[0.52];[-0.43];212129223803658920751813099520.00000;[0.4975];[-0.4525];-1887771480181127923072237568.00000;100),(741376.99795;[0.52];[-0.43];212129223803658920751813099520.00000;[0.4975];[-0.4525];-1887771480181127923072237568.00000;100),(1094922.08838;[0.52];[-0.43];212129223803658920751813099520.00000;[0.4975];[-0.4525];-1887771480181127923072237568.00000;100)]"
0,8,3.9924157947610224e+26,[0.5024],[-0.4476],1450690.0882720947,"[(59307.15108;[0.62];[-0.33];638463596142171803220799651840.00000;[0.5024];[-0.4476];399241579476102243913039872.00000;100),(727517.04645;[0.62];[-0.33];638463596142171803220799651840.00000;[0.5024];[-0.4476];399241579476102243913039872.00000;100),(1077863.67345;[0.62];[-0.33];638463596142171803220799651840.00000;[0.5024];[-0.4476];399241579476102243913039872.00000;100)]"
0,9,-3.6661287006082305e+27,[0.4998],[-0.4502],1460465.8691883087,"[(60128.57103;[0.59];[-0.36];234918021972991417375975800832.00000;[0.4998];[-0.4502];-3666128700608230485412282368.00000;100),(744250.84782;[0.59];[-0.36];234918021972991417375975800832.00000;[0.4998];[-0.4502];-3666128700608230485412282368.00000;100),(1103802.26326;[0.59];[-0.36];234918021972991417375975800832.00000;[0.4998];[-0.4502];-3666128700608230485412282368.00000;100)]"
0,3,6.867819725309274e+25,[0.4975],[-0.4525],1474287.3775959015,"[(59664.87169;[0.58];[-0.37];749063681350230196325040783360.00000;[0.4975];[-0.4525];68678197253092741096669184.00000;100),(724070.24288;[0.58];[-0.37];749063681350230196325040783360.00000;[0.4975];[-0.4525];68678197253092741096669184.00000;100),(1112105.28731;[0.58];[-0.37];749063681350230196325040783360.00000;[0.4975];[-0.4525];68678197253092741096669184.00000;100)]"
1,2,-2.5601592811210666e+28,[0.4916],[-0.4584],1477194.6132183075,"[(59557.73640;[0.54];[-0.41];299117735471553908253980098560.00000;[0.4916];[-0.4584];-25601592811210665844893810688.00000;100),(777727.64206;[0.54];[-0.41];299117735471553908253980098560.00000;[0.4916];[-0.4584];-25601592811210665844893810688.00000;100),(1128673.78592;[0.54];[-0.41];299117735471553908253980098560.00000;[0.4916];[-0.4584];-25601592811210665844893810688.00000;100)]"
0,1,-2.364835474167449e+28,[0.4919],[-0.4581],1478554.3684959412,"[(59046.84281;[0.54];[-0.41];519267619748086701234969378816.00000;[0.4919];[-0.4581];-23648354741674488150676733952.00000;100),(759079.53453;[0.54];[-0.41];519267619748086701234969378816.00000;[0.4919];[-0.4581];-23648354741674488150676733952.00000;100),(1126764.08339;[0.54];[-0.41];519267619748086701234969378816.00000;[0.4919];[-0.4581];-23648354741674488150676733952.00000;100)]"
