Hardness,Seed,Objective,ObjRatio,deter_feas,prob_feas,feas,surplus,Runtime,solutions
2,1,13883.67512373633,0.99823,1,1,[1.],[0.05],3977.2064685821533,[(3643.18991;[1.];[0.05];13941.29970;1;1;[1.];[0.05];13883.67512;100)]
1,7,15981.088610404311,0.99891,1,1,[0.9932],[0.0432],4097.290515899658,[(3819.99159;[0.9932];[0.0432];15981.08861;1;1;[0.9932];[0.0432];15981.08861;100)]
0,6,17833.81934403228,0.97265,1,1,[1.],[0.05],4175.453662872314,[(3827.00992;[1.];[0.05];17768.49387;1;1;[1.];[0.05];17833.81934;100)]
1,1,15986.72313092698,0.99926,1,1,[1.],[0.05],4208.1451416015625,[(3859.81917;[1.];[0.05];16052.26352;1;1;[1.];[0.05];15986.72313;100)]
1,4,15862.273988243982,0.99148,1,1,[1.],[0.05],4499.392032623291,[(4168.69235;[1.];[0.05];15975.96298;1;1;[1.];[0.05];15862.27399;100)]
0,1,18328.876152156874,0.99965,1,1,[1.],[0.05],4254.388093948364,[(3890.10668;[1.];[0.05];18394.91100;1;1;[1.];[0.05];18328.87615;100)]
1,3,15972.192225271257,0.99835,1,1,[0.9993],[0.0493],4205.410718917847,[(3861.86171;[0.9993];[0.0493];15978.07108;1;1;[0.9993];[0.0493];15972.19223;100)]
2,7,13901.21659133537,0.99949,1,1,[0.9778],[0.0278],4436.941623687744,[(4155.57146;[0.9778];[0.0278];13901.21659;1;1;[0.9778];[0.0278];13901.21659;100)]
0,7,18298.29349698812,0.99798,1,1,[1.],[0.05],4585.904598236084,[(4297.04237;[1.];[0.05];18298.29350;1;1;[1.];[0.05];18298.29350;100)]
2,3,13896.260481816304,0.99914,1,1,[0.9977],[0.0477],4501.256227493286,[(4144.08684;[0.9967];[0.0467];13895.82902;1;1;[0.9977];[0.0477];13896.26048;100)]
1,5,15624.157446783849,0.9766,1,1,[1.],[0.05],4540.687084197998,[(4132.30300;[1.];[0.05];15534.95382;1;1;[1.];[0.05];15624.15745;100)]
0,3,18247.032308011978,0.99519,1,1,[1.],[0.05],4751.426458358765,[(4393.25643;[1.];[0.05];18257.74587;1;1;[1.];[0.05];18247.03231;100)]
2,4,13789.636200422561,0.99147,1,1,[1.],[0.05],4489.287376403809,[(4178.06983;[1.];[0.05];13905.72110;1;1;[1.];[0.05];13789.63620;100)]
0,4,18213.73955181916,0.99337,1,1,[1.],[0.05],4488.277912139893,[(4220.11423;[1.];[0.05];18352.11167;1;1;[1.];[0.05];18213.73955;100)]
2,5,13617.707022932289,0.97911,1,1,[1.],[0.05],4928.733825683594,[(4694.87095;[1.];[0.05];13527.48461;1;1;[1.];[0.05];13617.70702;100)]
2,6,13486.189258918874,0.96965,1,1,[1.],[0.05],4473.477602005005,[(4144.96851;[1.];[0.05];13422.72104;1;1;[1.];[0.05];13486.18926;100)]
1,6,15505.455823241471,0.96918,1,1,[1.],[0.05],4915.261030197144,[(4677.73700;[1.];[0.05];15431.27860;1;1;[1.];[0.05];15505.45582;100)]
0,5,17939.368321919592,0.97841,1,1,[1.],[0.05],4828.520059585571,[(4511.81889;[1.];[0.05];17842.44257;1;1;[1.];[0.05];17939.36832;100)]
1,9,15983.306403898443,0.99905,1,1,[0.9937],[0.0437],10507.283926010132,"[(4097.42188;[0.8682];[-0.0818];15808.29184;1;0;[0.8669];[-0.0831];15818.91489;100),(5420.74299;[0.8682];[-0.0818];15808.29184;1;0;[0.8669];[-0.0831];15818.91489;100),(7163.74278;[0.9061];[-0.0439];15919.07501;1;0;[0.9027];[-0.0473];15930.84200;200),(10086.83681;[0.9947];[0.0447];15972.09411;1;1;[0.9937];[0.0437];15983.30640;400)]"
2,9,13901.144251318628,0.99949,1,1,[0.9976],[0.0476],10510.444641113281,"[(4138.74078;[0.7962];[-0.1538];13727.10959;1;0;[0.7899];[-0.1601];13740.21059;100),(5245.82458;[0.7962];[-0.1538];13727.10959;1;0;[0.7899];[-0.1601];13740.21059;100),(7457.60202;[0.8434];[-0.1066];13835.72507;1;0;[0.8413];[-0.1087];13850.84210;200),(10266.38842;[0.9983];[0.0483];13886.34386;1;1;[0.9976];[0.0476];13901.14425;400)]"
0,8,18292.25497819238,0.99765,1,1,[0.9827],[0.0327],10331.98857307434,"[(3901.58558;[0.921];[-0.029];18568.12311;1;0;[0.9131];[-0.0369];18161.03189;100),(5062.10017;[0.921];[-0.029];18568.12311;1;0;[0.9131];[-0.0369];18161.03189;100),(7385.83946;[0.921];[-0.029];18568.12311;1;0;[0.9131];[-0.0369];18161.03189;200),(10087.30674;[0.9847];[0.0347];18647.63768;1;1;[0.9827];[0.0327];18292.25498;400)]"
0,9,18334.14888158054,0.99994,1,1,[1.],[0.05],10552.122831344604,"[(4502.03753;[0.8983];[-0.0517];18071.85063;1;0;[0.8968];[-0.0532];18083.88929;100),(5477.07701;[0.8983];[-0.0517];18071.85063;1;0;[0.8968];[-0.0532];18083.88929;100),(7239.24303;[0.9841];[0.0341];18274.17266;1;1;[0.9827];[0.0327];18290.57384;200),(10297.96410;[1.];[0.05];18313.82730;1;1;[1.];[0.05];18334.14888;400)]"
3,4,12103.654232917006,0.98926,1,1,[1.],[0.05],3446.5768337249756,[(3107.87487;[1.];[0.05];12187.82345;1;1;[1.];[0.05];12103.65423;100)]
3,1,12202.46230186433,0.99734,1,1,[1.],[0.05],3578.4552097320557,[(3297.26505;[1.];[0.05];12252.08972;1;1;[1.];[0.05];12202.46230;100)]
4,5,10808.483191564532,0.99464,1,1,[0.9619],[0.0119],3679.594039916992,[(3438.47489;[0.9632];[0.0132];10731.41773;1;1;[0.9619];[0.0119];10808.48319;100)]
3,6,11926.474305276139,0.97478,1,1,[1.],[0.05],3490.6020164489746,[(3246.39225;[1.];[0.05];11874.32780;1;1;[1.];[0.05];11926.47431;100)]
3,5,12120.38633566516,0.99063,1,1,[1.],[0.05],3924.384117126465,[(3590.66653;[1.];[0.05];12040.06967;1;1;[1.];[0.05];12120.38634;100)]
4,6,10524.835942541966,0.96854,1,1,[1.],[0.05],3742.0005798339844,[(3468.31179;[1.];[0.05];10488.06639;1;1;[1.];[0.05];10524.83594;100)]
0,2,18302.14669860684,0.99819,1,1,[0.9988],[0.0488],16529.979705810547,"[(4048.80214;[0.9226];[-0.0274];18431.51904;1;0;[0.9237];[-0.0263];18184.45898;100),(5315.87195;[0.9226];[-0.0274];18431.51904;1;0;[0.9237];[-0.0263];18184.45898;100),(7129.63176;[0.9204];[-0.0296];18427.60586;1;0;[0.9205];[-0.0295];18178.82317;200),(10173.00367;[0.8951];[-0.0549];18354.71383;1;0;[0.8959];[-0.0541];18097.00925;400),(16182.11913;[0.9988];[0.0488];18509.76876;1;1;[0.9988];[0.0488];18302.14670;800)]"
5,6,9090.370680579874,0.94073,1,1,[0.9916],[0.0416],4262.717247009277,[(3943.04800;[0.991];[0.041];9050.03152;1;1;[0.9916];[0.0416];9090.37068;100)]
