Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,1,18328.876152156874,[1.],[0.05],3080.787420272827,[(2936.76138;[1.];[0.05];18394.91100;[1.];[0.05];18328.87615;100)]
1,3,15857.808919121531,[1.],[0.05],3271.1048126220703,[(3122.37930;[1.];[0.05];15861.98381;[1.];[0.05];15857.80892;100)]
0,3,18247.032308011978,[1.],[0.05],3785.1455211639404,[(3647.61901;[1.];[0.05];18257.74587;[1.];[0.05];18247.03231;100)]
1,1,15874.155095915541,[1.],[0.05],3469.1414833068848,[(3325.58942;[1.];[0.05];15940.99973;[1.];[0.05];15874.15510;100)]
0,5,17939.368321919592,[1.],[0.05],3841.582775115967,[(3684.20434;[1.];[0.05];17842.44257;[1.];[0.05];17939.36832;100)]
0,6,17833.81934403228,[1.],[0.05],3356.520414352417,[(3191.96653;[1.];[0.05];17768.49387;[1.];[0.05];17833.81934;100)]
0,7,18298.29349698812,[1.],[0.05],3219.4647789001465,[(3044.95049;[1.];[0.05];18298.29350;[1.];[0.05];18298.29350;100)]
1,4,15761.598384054523,[1.],[0.05],3346.268892288208,[(3196.66553;[1.];[0.05];15866.23002;[1.];[0.05];15761.59838;100)]
1,5,15528.496497143946,[1.],[0.05],3527.6758670806885,[(3349.32399;[1.];[0.05];15442.65096;[1.];[0.05];15528.49650;100)]
0,4,18213.73955181916,[1.],[0.05],3704.3211460113525,[(3474.92862;[1.];[0.05];18352.11167;[1.];[0.05];18213.73955;100)]
0,9,18334.14888158054,[1.],[0.05],7975.36826133728,"[(3067.18922;[0.8983];[-0.0517];18071.85063;[0.8968];[-0.0532];18083.88929;100),(4362.72597;[0.8983];[-0.0517];18071.85063;[0.8968];[-0.0532];18083.88929;100),(5578.28593;[0.9841];[0.0341];18274.17266;[0.9827];[0.0327];18290.57384;200),(7830.95598;[1.];[0.05];18313.82730;[1.];[0.05];18334.14888;400)]"
0,8,18292.25497819238,[0.9827],[0.0327],9249.672174453735,"[(3309.23533;[0.921];[-0.029];18568.12311;[0.9131];[-0.0369];18161.03189;100),(4709.02252;[0.921];[-0.029];18568.12311;[0.9131];[-0.0369];18161.03189;100),(6436.61904;[0.921];[-0.029];18568.12311;[0.9131];[-0.0369];18161.03189;200),(9072.12996;[0.9847];[0.0347];18647.63768;[0.9827];[0.0327];18292.25498;400)]"
0,2,18302.14669860684,[0.9988],[0.0488],13126.258373260498,"[(3226.45307;[0.9226];[-0.0274];18431.51904;[0.9237];[-0.0263];18184.45898;100),(4518.05973;[0.9226];[-0.0274];18431.51904;[0.9237];[-0.0263];18184.45898;100),(5731.13275;[0.9204];[-0.0296];18427.60586;[0.9205];[-0.0295];18178.82317;200),(8247.13349;[0.8951];[-0.0549];18354.71383;[0.8959];[-0.0541];18097.00925;400),(12978.36614;[0.9988];[0.0488];18509.76876;[0.9988];[0.0488];18302.14670;800)]"
1,6,15417.066292941434,[1.],[0.05],3475.2941131591797,[(3339.56409;[1.];[0.05];15346.34732;[1.];[0.05];15417.06629;100)]
1,7,15858.806491318888,[0.9755],[0.0255],3316.3015842437744,[(3179.87514;[0.9755];[0.0255];15858.80649;[0.9755];[0.0255];15858.80649;100)]
2,1,13738.13434395335,[0.9998],[0.0498],3539.005756378174,[(3399.39904;[0.9997];[0.0497];13801.64797;[0.9998];[0.0498];13738.13434;100)]
2,5,13452.434397276522,[1.],[0.05],3454.0395736694336,[(3311.17439;[1.];[0.05];13364.52365;[1.];[0.05];13452.43440;100)]
2,4,13602.219706889839,[1.],[0.05],4042.1431064605713,[(3842.16142;[1.];[0.05];13720.34736;[1.];[0.05];13602.21971;100)]
2,3,13710.591072692563,[0.9886],[0.0386],4049.257516860962,[(3781.60119;[0.9866];[0.0366];13711.91321;[0.9886];[0.0386];13710.59107;100)]
2,6,13346.841324130133,[1.],[0.05],3628.545045852661,[(3490.78941;[1.];[0.05];13281.20025;[1.];[0.05];13346.84132;100)]
1,9,15895.93332536797,[0.9991],[0.0491],9498.688220977783,"[(3801.32055;[0.8697];[-0.0803];15725.92759;[0.8679];[-0.0821];15735.82988;100),(5214.89787;[0.8697];[-0.0803];15725.92759;[0.8679];[-0.0821];15735.82988;100),(6751.86849;[0.8996];[-0.0504];15812.45814;[0.8971];[-0.0529];15823.41569;200),(9354.98738;[0.9995];[0.0495];15880.51645;[0.9991];[0.0491];15895.93333;400)]"
3,1,12014.860110128027,[0.96],[0.01],3863.0306720733643,[(3732.73516;[0.9599];[0.0099];12071.35912;[0.96];[0.01];12014.86011;100)]
3,4,11872.610710059304,[1.],[0.05],4314.013957977295,[(4170.93444;[1.];[0.05];11958.01337;[1.];[0.05];11872.61071;100)]
2,9,13744.6112709109,[0.9982],[0.0482],8602.162837982178,"[(3688.79509;[0.781];[-0.169];13554.15923;[0.7743];[-0.1757];13568.85444;100),(4420.47405;[0.781];[-0.169];13554.15923;[0.7743];[-0.1757];13568.85444;100),(5656.82054;[0.8372];[-0.1128];13675.22455;[0.8348];[-0.1152];13688.44478;200),(8463.89651;[0.9977];[0.0477];13725.02804;[0.9982];[0.0482];13744.61127;400)]"
3,5,11916.30762765793,[1.],[0.05],3604.658842086792,[(3465.68990;[1.];[0.05];11833.12023;[1.];[0.05];11916.30763;100)]
3,6,11616.990283758061,[1.],[0.05],3995.7058429718018,[(3799.81852;[1.];[0.05];11562.55964;[1.];[0.05];11616.99028;100)]
2,7,13738.13434395335,[0.9998],[0.0498],19604.547023773193,"[(3639.42885;[0.9459];[-0.0041];13712.25012;[0.9459];[-0.0041];13712.25012;100),(4394.56105;[0.9459];[-0.0041];13712.25012;[0.9459];[-0.0041];13712.25012;100),(4810.32276;[0.9459];[-0.0041];13712.25012;[0.9459];[-0.0041];13712.25012;100),(5236.76038;[0.9459];[-0.0041];13712.25012;[0.9459];[-0.0041];13712.25012;100),(5662.88781;[0.9459];[-0.0041];13712.25012;[0.9459];[-0.0041];13712.25012;100),(6396.63959;[0.9459];[-0.0041];13712.25012;[0.9459];[-0.0041];13712.25012;100),(7086.74979;[0.8742];[-0.0758];13387.08154;[0.8742];[-0.0758];13387.08154;100),(8496.97042;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(9256.10352;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(9826.09892;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(10497.16640;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(11493.86811;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(12132.99465;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(12741.70089;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(13373.30675;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(13598.86742;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(13811.40351;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(14022.34745;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(14239.16388;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(14451.83301;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(14667.82904;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(14933.19654;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(15146.74401;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(15381.80947;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(15597.12601;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(15802.56605;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(16011.19733;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(16232.50699;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(16445.73164;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(16658.11086;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(16873.53420;[1.];[0.05];13667.46125;[1.];[0.05];13667.46125;200),(19427.78444;[0.9998];[0.0498];13738.13434;[0.9998];[0.0498];13738.13434;400)]"
1,2,15895.93332536797,[0.9991],[0.0491],48181.38313293457,"[(3157.87387;[0.8841];[-0.0659];16031.77437;[0.8827];[-0.0673];15811.46862;100),(4401.97062;[0.8841];[-0.0659];16031.77437;[0.8827];[-0.0673];15811.46862;100),(5759.10878;[0.8799];[-0.0701];16026.81442;[0.8788];[-0.0712];15804.74869;200),(8341.08758;[0.86];[-0.09];15982.50283;[0.8591];[-0.0909];15755.18847;400),(14102.15473;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(16521.87443;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(19008.44312;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(21495.58520;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(23873.53873;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(26718.21380;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(29309.30781;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(32126.88446;[0.9103];[-0.0397];16042.82136;[0.9103];[-0.0397];15829.72511;800),(32532.97949;[0.9436];[-0.0064];15445.50786;[0.9443];[-0.0057];15255.39046;800),(32750.57197;[0.9729];[0.0229];14679.76982;[0.9716];[0.0216];14538.39653;800),(33275.32172;[0.961];[0.011];15100.02614;[0.9616];[0.0116];14933.41646;800),(33499.26114;[0.9535];[0.0035];15298.95380;[0.9529];[0.0029];15118.89464;800),(33742.73729;[0.9489];[-0.0011];15377.36177;[0.949];[-0.001];15190.91771;800),(34086.81655;[0.9515];[0.0015];15339.76891;[0.9509];[0.0009];15157.04838;800),(34325.10853;[0.9502];[0.0002];15356.66082;[0.9501];[0.0001];15171.73243;800),(34713.51552;[0.9491];[-0.0009];15373.72463;[0.9491];[-0.0009];15189.43301;800),(35336.00569;[0.9488];[-0.0012];15364.87716;[0.9488];[-0.0012];15180.54346;800),(35673.99621;[0.9502];[0.0002];15357.27072;[0.9503];[0.0003];15172.32825;800),(36013.94582;[0.9502];[0.0002];15357.27072;[0.9503];[0.0003];15172.32825;800),(36367.73610;[0.9488];[-0.0012];15364.87716;[0.9488];[-0.0012];15180.54346;800),(36701.58195;[0.949];[-0.001];15364.75441;[0.9489];[-0.0011];15180.51085;800),(37155.52831;[0.9502];[0.0002];15357.27072;[0.9503];[0.0003];15172.32825;800),(37540.73238;[0.949];[-0.001];15364.75441;[0.9489];[-0.0011];15180.51085;800),(38148.58174;[0.9502];[0.0002];15357.27072;[0.9503];[0.0003];15172.32825;800),(47996.08874;[0.9991];[0.0491];16073.89431;[0.9991];[0.0491];15895.93333;1600)]"
