Hardness,Seed,Objective,feas,surplus,Runtime,solutions
0,1,1220156.5597572313,[0.9089],[-0.0411],1200290.6188964844,"[(6505.45335;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(74512.04538;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(109607.50437;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(144626.69802;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(179188.64059;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(212006.32763;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(213947.82162;[0.46];[-0.49];769879636951077.75000;[0.517];[-0.433];83410418969344064.00000;100),(215725.60167;[0.48];[-0.47];573759602850442.12500;[0.5211];[-0.4289];73235143093325584.00000;100),(217438.63988;[0.53];[-0.42];338084300378239.50000;[0.5287];[-0.4213];62704807740840960.00000;100),(219093.80150;[0.55];[-0.4];130338385573370.68750;[0.5232];[-0.4268];9222791672128662.00000;100),(220735.33297;[0.53];[-0.42];94905645463433.92188;[0.5389];[-0.4111];1981942409268272.75000;100),(221777.55070;[0.58];[-0.37];2747109068326.80957;[0.5421];[-0.4079];755118206965976.75000;100),(223969.90442;[0.53];[-0.42];2414425860097.93799;[0.54];[-0.41];748722618110089.00000;100),(226070.88566;[0.44];[-0.51];136530964361.27417;[0.5523];[-0.3977];13607440683790.24805;100),(228381.04200;[0.49];[-0.46];98634008737.53493;[0.5537];[-0.3963];160163735418.42429;100),(230295.81714;[0.45];[-0.5];87841914255.16803;[0.5665];[-0.3835];5345255489994.00391;100),(232257.53164;[0.51];[-0.44];45642577282.93511;[0.5707];[-0.3793];4490483292576.90723;100),(234603.46484;[0.45];[-0.5];21938622433.60741;[0.5769];[-0.3731];2394264555676.67188;100),(236682.77144;[0.45];[-0.5];9322680464.36244;[0.5747];[-0.3753];-393460352483.64374;100),(238754.49657;[0.54];[-0.41];379172701.83056;[0.6242];[-0.3258];-1834254116.97070;100),(240704.87714;[0.58];[-0.37];145330329.30985;[0.6267];[-0.3233];-6507791905.44338;100),(242612.76698;[0.63];[-0.32];65747439.85461;[0.63];[-0.32];1021305725.82377;100),(243776.41368;[0.61];[-0.34];57129889.74976;[0.6388];[-0.3112];1672685.58861;100),(247108.04486;[0.66];[-0.29];47034794.44335;[0.6546];[-0.2954];142552415.14044;100),(249931.74720;[0.64];[-0.31];26802582.38538;[0.6621];[-0.2879];132753232.03523;100),(252099.96080;[0.72];[-0.23];16768028.72465;[0.7263];[-0.2237];330074828.68477;100),(256604.14171;[0.72];[-0.23];5784980.73197;[0.7433];[-0.2067];-6545406.39142;100),(259945.62888;[0.74];[-0.21];4916632.88442;[0.7673];[-0.1827];-29531038.37621;100),(263524.72901;[0.74];[-0.21];4440459.92392;[0.7695];[-0.1805];-18834442.77225;100),(268986.44972;[0.75];[-0.2];3886582.25324;[0.7766];[-0.1734];562583.79730;100),(272081.61068;[0.77];[-0.18];2730401.46857;[0.7851];[-0.1649];612097.94702;100),(277937.82520;[0.81];[-0.14];1153612.79172;[0.8392];[-0.1108];1188120.48386;100),(285487.84804;[0.94];[-0.01];231873.57875;[0.8768];[-0.0732];1378502.89580;100),(289283.53238;[0.93];[-0.02];155432.39140;[0.8948];[-0.0552];1364955.54289;100),(294298.73991;[0.95];[0.];126183.38557;[0.9089];[-0.0411];1220156.55976;100),(305644.65380;[0.98];[0.03];108018.86361;[0.947];[-0.003];1372097.01960;100),(313153.06139;[0.98];[0.03];118366.28022;[0.9354];[-0.0146];1222459.28899;100),(317972.07022;[0.98];[0.03];123280.85654;[0.9362];[-0.0138];1373512.80914;100),(323064.24642;[0.98];[0.03];124314.95102;[0.9333];[-0.0167];1373126.68917;100),(328648.56124;[0.95];[0.];125124.08122;[0.9115];[-0.0385];1223586.80389;100),(335801.58329;[0.98];[0.03];124458.64860;[0.9313];[-0.0187];1370659.21361;100),(340404.48904;[0.95];[0.];124858.23849;[0.912];[-0.038];1221708.64946;100),(345381.55770;[0.95];[0.];124672.31095;[0.9126];[-0.0374];1220471.37503;100),(357384.94802;[0.98];[0.03];124458.64860;[0.9313];[-0.0187];1370659.21361;100),(365230.39699;[0.95];[0.];124536.95021;[0.9125];[-0.0375];1221486.70502;100),(377155.56169;[0.95];[0.];124471.90245;[0.9127];[-0.0373];1220319.90003;100),(389282.21273;[0.98];[0.03];124464.67261;[0.931];[-0.019];1369174.61953;100),(394401.41273;[0.98];[0.03];124464.67261;[0.931];[-0.019];1369174.61953;100),(400114.65859;[0.98];[0.03];124464.67261;[0.931];[-0.019];1369174.61953;100),(410045.70913;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(415052.79970;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(423102.52714;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(428418.55550;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(438006.78015;[0.95];[0.];124461.76471;[0.9128];[-0.0372];1220315.95408;100),(446025.57492;[0.95];[0.];124463.55741;[0.9128];[-0.0372];1220317.94405;100),(457863.16419;[0.95];[0.];124463.55741;[0.9128];[-0.0372];1220317.94405;100),(530110.20446;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(566043.28966;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(601370.37206;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(636777.06075;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(671768.49818;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(673847.58997;[0.46];[-0.49];769879636951077.75000;[0.517];[-0.433];83410418969344064.00000;100),(675623.59190;[0.48];[-0.47];573759602850442.12500;[0.5211];[-0.4289];73235143093325584.00000;100),(677325.42515;[0.53];[-0.42];338084300378239.50000;[0.5287];[-0.4213];62704807740840960.00000;100),(679096.33303;[0.55];[-0.4];130338385573370.68750;[0.5232];[-0.4268];9222791672128662.00000;100),(680808.12955;[0.53];[-0.42];94905645463433.92188;[0.5389];[-0.4111];1981942409268272.75000;100),(681892.03691;[0.58];[-0.37];2747109068326.80957;[0.5421];[-0.4079];755118206965976.75000;100),(684072.21150;[0.53];[-0.42];2414425860097.93799;[0.54];[-0.41];748722618110089.00000;100),(686230.93271;[0.44];[-0.51];136530964361.27417;[0.5523];[-0.3977];13607440683790.24805;100),(688487.61559;[0.49];[-0.46];98634008737.53493;[0.5537];[-0.3963];160163735418.42429;100),(690437.88648;[0.45];[-0.5];87841914255.16803;[0.5665];[-0.3835];5345255489994.00391;100),(692328.45378;[0.51];[-0.44];45642577282.93511;[0.5707];[-0.3793];4490483292576.90723;100),(694656.78430;[0.45];[-0.5];21938622433.60741;[0.5769];[-0.3731];2394264555676.67188;100),(696628.14736;[0.45];[-0.5];9322680464.36244;[0.5747];[-0.3753];-393460352483.64374;100),(698570.76049;[0.54];[-0.41];379172701.83056;[0.6242];[-0.3258];-1834254116.97070;100),(700424.27921;[0.58];[-0.37];145330329.30985;[0.6267];[-0.3233];-6507791905.44338;100),(702230.61156;[0.63];[-0.32];65747439.85461;[0.63];[-0.32];1021305725.82377;100),(703336.50875;[0.61];[-0.34];57129889.74976;[0.6388];[-0.3112];1672685.58861;100),(706455.53374;[0.66];[-0.29];47034794.44335;[0.6546];[-0.2954];142552415.14044;100),(709168.35523;[0.64];[-0.31];26802582.38538;[0.6621];[-0.2879];132753232.03523;100),(711235.05116;[0.72];[-0.23];16768028.72465;[0.7263];[-0.2237];330074828.68477;100),(715636.84011;[0.72];[-0.23];5784980.73197;[0.7433];[-0.2067];-6545406.39142;100),(719110.95047;[0.74];[-0.21];4916632.88442;[0.7673];[-0.1827];-29531038.37621;100),(722676.60785;[0.74];[-0.21];4440459.92392;[0.7695];[-0.1805];-18834442.77225;100),(727874.93491;[0.75];[-0.2];3886582.25324;[0.7766];[-0.1734];562583.79730;100),(730962.90922;[0.77];[-0.18];2730401.46857;[0.7851];[-0.1649];612097.94702;100),(736600.40951;[0.81];[-0.14];1153612.79172;[0.8392];[-0.1108];1188120.48386;100),(743698.23456;[0.94];[-0.01];231873.57875;[0.8768];[-0.0732];1378502.89580;100),(747394.65213;[0.93];[-0.02];155432.39140;[0.8948];[-0.0552];1364955.54289;100),(752400.20704;[0.95];[0.];126183.38557;[0.9089];[-0.0411];1220156.55976;100),(763602.41652;[0.98];[0.03];108018.86361;[0.947];[-0.003];1372097.01960;100),(771026.87478;[0.98];[0.03];118366.28022;[0.9354];[-0.0146];1222459.28899;100),(775416.46981;[0.98];[0.03];123280.85654;[0.9362];[-0.0138];1373512.80914;100),(780090.72995;[0.98];[0.03];124314.95102;[0.9333];[-0.0167];1373126.68917;100),(785167.69838;[0.95];[0.];125124.08122;[0.9115];[-0.0385];1223586.80389;100),(791548.70439;[0.98];[0.03];124458.64860;[0.9313];[-0.0187];1370659.21361;100),(795248.51322;[0.95];[0.];124858.23849;[0.912];[-0.038];1221708.64946;100),(799902.28939;[0.95];[0.];124672.31095;[0.9126];[-0.0374];1220471.37503;100),(810438.11321;[0.98];[0.03];124458.64860;[0.9313];[-0.0187];1370659.21361;100),(817643.57591;[0.95];[0.];124536.95021;[0.9125];[-0.0375];1221486.70502;100),(827703.99308;[0.95];[0.];124471.90245;[0.9127];[-0.0373];1220319.90003;100),(838826.07961;[0.98];[0.03];124464.67261;[0.931];[-0.019];1369174.61953;100),(844084.27119;[0.98];[0.03];124464.67261;[0.931];[-0.019];1369174.61953;100),(849225.08550;[0.98];[0.03];124464.67261;[0.931];[-0.019];1369174.61953;100),(859259.31358;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(865007.45726;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(873136.48629;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(878487.45131;[0.95];[0.];124464.81013;[0.9126];[-0.0374];1222990.27514;100),(887192.32059;[0.95];[0.];124461.76471;[0.9128];[-0.0372];1220315.95408;100),(892736.57894;[0.95];[0.];124463.55741;[0.9128];[-0.0372];1220317.94405;100),(903983.49261;[0.95];[0.];124463.55741;[0.9128];[-0.0372];1220317.94405;100),(991335.74510;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(1031716.22539;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(1068685.39357;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(1106593.14179;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(1142725.09313;[0.42];[-0.53];929289590374993.25000;[0.5168];[-0.4332];97112622800335616.00000;100),(1144704.15092;[0.46];[-0.49];769879636951077.75000;[0.517];[-0.433];83410418969344064.00000;100),(1146447.86882;[0.48];[-0.47];573759602850442.12500;[0.5211];[-0.4289];73235143093325584.00000;100),(1148079.99563;[0.53];[-0.42];338084300378239.50000;[0.5287];[-0.4213];62704807740840960.00000;100),(1149739.08257;[0.55];[-0.4];130338385573370.68750;[0.5232];[-0.4268];9222791672128662.00000;100),(1151377.46716;[0.53];[-0.42];94905645463433.92188;[0.5389];[-0.4111];1981942409268272.75000;100),(1152450.32668;[0.58];[-0.37];2747109068326.80957;[0.5421];[-0.4079];755118206965976.75000;100),(1154602.97656;[0.53];[-0.42];2414425860097.93799;[0.54];[-0.41];748722618110089.00000;100),(1156626.71518;[0.44];[-0.51];136530964361.27417;[0.5523];[-0.3977];13607440683790.24805;100),(1158832.00169;[0.49];[-0.46];98634008737.53493;[0.5537];[-0.3963];160163735418.42429;100),(1160775.60353;[0.45];[-0.5];87841914255.16803;[0.5665];[-0.3835];5345255489994.00391;100),(1162700.66285;[0.51];[-0.44];45642577282.93511;[0.5707];[-0.3793];4490483292576.90723;100),(1164909.78909;[0.45];[-0.5];21938622433.60741;[0.5769];[-0.3731];2394264555676.67188;100),(1166837.21113;[0.45];[-0.5];9322680464.36244;[0.5747];[-0.3753];-393460352483.64374;100),(1168839.26845;[0.54];[-0.41];379172701.83056;[0.6242];[-0.3258];-1834254116.97070;100),(1170672.88494;[0.58];[-0.37];145330329.30985;[0.6267];[-0.3233];-6507791905.44338;100),(1172456.34747;[0.63];[-0.32];65747439.85461;[0.63];[-0.32];1021305725.82377;100),(1173564.04209;[0.61];[-0.34];57129889.74976;[0.6388];[-0.3112];1672685.58861;100),(1176672.65773;[0.66];[-0.29];47034794.44335;[0.6546];[-0.2954];142552415.14044;100),(1179350.06666;[0.64];[-0.31];26802582.38538;[0.6621];[-0.2879];132753232.03523;100),(1181382.88689;[0.72];[-0.23];16768028.72465;[0.7263];[-0.2237];330074828.68477;100),(1186268.58521;[0.72];[-0.23];5784980.73197;[0.7433];[-0.2067];-6545406.39142;100),(1189576.55478;[0.74];[-0.21];4916632.88442;[0.7673];[-0.1827];-29531038.37621;100),(1193484.13467;[0.74];[-0.21];4440459.92392;[0.7695];[-0.1805];-18834442.77225;100),(1198877.99668;[0.75];[-0.2];3886582.25324;[0.7766];[-0.1734];562583.79730;100),(1200165.78197;[0.78];[-0.17];2587265.46927;[0.8019];[-0.1481];-1751832.79663;100)]"
1,1,1352057.616870195,[0.9162],[-0.0338],1200539.133310318,"[(6239.35056;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(74566.83064;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(110029.97279;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(145423.79856;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(180160.72392;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(213525.26879;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(215106.80294;[0.46];[-0.49];769879636932420.50000;[0.5127];[-0.4373];83410418969299936.00000;100),(217016.00337;[0.47];[-0.48];573759602831362.25000;[0.5169];[-0.4331];73235143093281824.00000;100),(218703.38750;[0.52];[-0.43];338084300356776.00000;[0.5213];[-0.4287];62704807740819048.00000;100),(220377.98524;[0.54];[-0.41];130338385553931.82812;[0.5173];[-0.4327];9222791672087826.00000;100),(222473.97709;[0.51];[-0.44];94905646564203.76562;[0.5311];[-0.4189];1981942411836999.00000;100),(223498.59333;[0.57];[-0.38];2747109046004.85010;[0.5328];[-0.4172];755118206936668.62500;100),(225696.73109;[0.54];[-0.41];2414432111722.02832;[0.5439];[-0.4061];748710596761515.75000;100),(227483.74224;[0.44];[-0.51];136530942521.58325;[0.5423];[-0.4077];13607440662157.90820;100),(229731.69708;[0.49];[-0.46];98633987366.10529;[0.5413];[-0.4087];160163711374.18262;100),(231631.11758;[0.42];[-0.53];87842313879.34589;[0.5453];[-0.4047];5345221163545.29492;100),(233228.72472;[0.48];[-0.47];45642555983.48920;[0.5574];[-0.3926];4490483262954.51758;100),(235421.21434;[0.42];[-0.53];21938636390.95982;[0.5646];[-0.3854];2394264400017.63770;100),(237568.28880;[0.42];[-0.53];9322659341.52263;[0.5611];[-0.3889];-393460370616.46606;100),(239436.64503;[0.52];[-0.43];379157455.80826;[0.5988];[-0.3512];-1834280791.98189;100),(241401.85785;[0.55];[-0.4];145308958.32534;[0.6069];[-0.3431];-6507813715.44138;100),(243114.75158;[0.6];[-0.35];65722478.35236;[0.6108];[-0.3392];1021288214.09006;100),(244177.28710;[0.57];[-0.38];57108220.30820;[0.6163];[-0.3337];1646811.61761;100),(246997.20955;[0.62];[-0.33];47013032.86513;[0.6286];[-0.3214];142528267.43341;100),(249820.02401;[0.62];[-0.33];26780841.38707;[0.6343];[-0.3157];132729542.99377;100),(251886.79624;[0.69];[-0.26];16746222.78379;[0.6942];[-0.2558];330047021.19221;100),(255154.52504;[0.7];[-0.25];5763131.21083;[0.7072];[-0.2428];-6570452.45844;100),(257197.54100;[0.7];[-0.25];4893708.07682;[0.7247];[-0.2253];-29401774.56551;100),(260839.65540;[0.69];[-0.26];4418602.12507;[0.7325];[-0.2175];-18856954.01093;100),(263680.41682;[0.72];[-0.23];3864693.75454;[0.7379];[-0.2121];544177.13317;100),(266410.82573;[0.75];[-0.2];2708496.76933;[0.7464];[-0.2036];588727.80249;100),(269479.73013;[0.79];[-0.16];1130773.98102;[0.8099];[-0.1401];1164585.23466;100),(274502.04706;[0.89];[-0.06];209798.37377;[0.8305];[-0.1195];1352304.40098;100),(277756.20270;[0.92];[-0.03];133100.90373;[0.8563];[-0.0937];1340960.57917;100),(283150.63047;[0.94];[-0.01];102702.47703;[0.9055];[-0.0445];1357935.22010;100),(287505.17607;[0.97];[0.02];85180.47100;[0.9322];[-0.0178];1353266.00647;100),(292904.30593;[0.94];[-0.01];95155.90532;[0.9196];[-0.0304];1206436.83237;100),(297146.16036;[0.96];[0.01];88418.06188;[0.916];[-0.034];1352056.09066;100),(302470.83545;[0.94];[-0.01];93741.49391;[0.9231];[-0.0269];1202459.54559;100),(307028.17011;[0.94];[-0.01];91806.65954;[0.9262];[-0.0238];1198825.14696;100),(311152.07791;[0.94];[-0.01];90348.48568;[0.9253];[-0.0247];1197262.50610;100),(322850.46482;[0.94];[-0.01];88939.41490;[0.9259];[-0.0241];1201701.84489;100),(328791.87965;[0.96];[0.01];88424.30251;[0.916];[-0.034];1352062.32018;100),(340218.82057;[0.94];[-0.01];88575.93105;[0.9258];[-0.0242];1201369.32353;100),(352688.76958;[0.96];[0.01];88420.58563;[0.9156];[-0.0344];1352053.47825;100),(367928.31898;[0.94];[-0.01];88480.28166;[0.9258];[-0.0242];1201272.13731;100),(379218.58358;[0.94];[-0.01];88429.10858;[0.9259];[-0.0241];1201006.42411;100),(386707.83854;[0.96];[0.01];88424.30251;[0.916];[-0.034];1352062.32018;100),(396955.17278;[0.96];[0.01];88424.45603;[0.9162];[-0.0338];1352057.61687;100),(408262.14719;[0.96];[0.01];88424.45603;[0.9162];[-0.0338];1352057.61687;100),(418203.63259;[0.94];[-0.01];88427.71191;[0.9257];[-0.0243];1201223.26515;100),(434342.19122;[0.96];[0.01];88424.45603;[0.9162];[-0.0338];1352057.61687;100),(450067.58547;[0.94];[-0.01];88429.10858;[0.9259];[-0.0241];1201006.42411;100),(453730.39865;[0.94];[-0.01];88429.10858;[0.9259];[-0.0241];1201006.42411;100),(460850.26050;[0.94];[-0.01];88428.17066;[0.9258];[-0.0242];1201232.51919;100),(464203.03702;[0.94];[-0.01];88428.17066;[0.9258];[-0.0242];1201232.51919;100),(543594.35368;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(579272.45879;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(614998.02184;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(651267.63105;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(687455.53637;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(689404.51264;[0.46];[-0.49];769879636932420.50000;[0.5127];[-0.4373];83410418969299936.00000;100),(691410.85291;[0.47];[-0.48];573759602831362.25000;[0.5169];[-0.4331];73235143093281824.00000;100),(693132.20930;[0.52];[-0.43];338084300356776.00000;[0.5213];[-0.4287];62704807740819048.00000;100),(694799.09182;[0.54];[-0.41];130338385553931.82812;[0.5173];[-0.4327];9222791672087826.00000;100),(697385.08630;[0.51];[-0.44];94905646564203.76562;[0.5311];[-0.4189];1981942411836999.00000;100),(698594.88177;[0.57];[-0.38];2747109046004.85010;[0.5328];[-0.4172];755118206936668.62500;100),(700818.25495;[0.54];[-0.41];2414432111722.02832;[0.5439];[-0.4061];748710596761515.75000;100),(702549.80707;[0.44];[-0.51];136530942521.58325;[0.5423];[-0.4077];13607440662157.90820;100),(705014.38498;[0.49];[-0.46];98633987366.10529;[0.5413];[-0.4087];160163711374.18262;100),(706967.09752;[0.42];[-0.53];87842313879.34589;[0.5453];[-0.4047];5345221163545.29492;100),(708670.86291;[0.48];[-0.47];45642555983.48920;[0.5574];[-0.3926];4490483262954.51758;100),(710839.96439;[0.42];[-0.53];21938636390.95982;[0.5646];[-0.3854];2394264400017.63770;100),(713070.97578;[0.42];[-0.53];9322659341.52263;[0.5611];[-0.3889];-393460370616.46606;100),(714979.53606;[0.52];[-0.43];379157455.80826;[0.5988];[-0.3512];-1834280791.98189;100),(717062.71410;[0.55];[-0.4];145308958.32534;[0.6069];[-0.3431];-6507813715.44138;100),(719284.86776;[0.6];[-0.35];65722478.35236;[0.6108];[-0.3392];1021288214.09006;100),(720495.68057;[0.57];[-0.38];57108220.30820;[0.6163];[-0.3337];1646811.61761;100),(723376.56212;[0.62];[-0.33];47013032.86513;[0.6286];[-0.3214];142528267.43341;100),(726805.26972;[0.62];[-0.33];26780841.38707;[0.6343];[-0.3157];132729542.99377;100),(729333.55093;[0.69];[-0.26];16746222.78379;[0.6942];[-0.2558];330047021.19221;100),(732932.36113;[0.7];[-0.25];5763131.21083;[0.7072];[-0.2428];-6570452.45844;100),(735038.79189;[0.7];[-0.25];4893708.07682;[0.7247];[-0.2253];-29401774.56551;100),(738632.45630;[0.69];[-0.26];4418602.12507;[0.7325];[-0.2175];-18856954.01093;100),(741580.83367;[0.72];[-0.23];3864693.75454;[0.7379];[-0.2121];544177.13317;100),(744981.46987;[0.75];[-0.2];2708496.76933;[0.7464];[-0.2036];588727.80249;100),(748495.89062;[0.79];[-0.16];1130773.98102;[0.8099];[-0.1401];1164585.23466;100),(753816.09774;[0.89];[-0.06];209798.37377;[0.8305];[-0.1195];1352304.40098;100),(756717.34548;[0.92];[-0.03];133100.90373;[0.8563];[-0.0937];1340960.57917;100),(761965.77859;[0.94];[-0.01];102702.47703;[0.9055];[-0.0445];1357935.22010;100),(766102.20480;[0.97];[0.02];85180.47100;[0.9322];[-0.0178];1353266.00647;100),(771074.72777;[0.94];[-0.01];95155.90532;[0.9196];[-0.0304];1206436.83237;100),(775099.45250;[0.96];[0.01];88418.06188;[0.916];[-0.034];1352056.09066;100),(780208.73833;[0.94];[-0.01];93741.49391;[0.9231];[-0.0269];1202459.54559;100),(784369.92717;[0.94];[-0.01];91806.65954;[0.9262];[-0.0238];1198825.14696;100),(788329.81539;[0.94];[-0.01];90348.48568;[0.9253];[-0.0247];1197262.50610;100),(799497.94626;[0.94];[-0.01];88939.41490;[0.9259];[-0.0241];1201701.84489;100),(804945.28270;[0.96];[0.01];88424.30251;[0.916];[-0.034];1352062.32018;100),(816484.07221;[0.94];[-0.01];88575.93105;[0.9258];[-0.0242];1201369.32353;100),(827293.06436;[0.96];[0.01];88420.58563;[0.9156];[-0.0344];1352053.47825;100),(841096.45987;[0.94];[-0.01];88480.28166;[0.9258];[-0.0242];1201272.13731;100),(850768.39733;[0.94];[-0.01];88429.10858;[0.9259];[-0.0241];1201006.42411;100),(855721.90905;[0.96];[0.01];88424.30251;[0.916];[-0.034];1352062.32018;100),(865100.83556;[0.96];[0.01];88424.45603;[0.9162];[-0.0338];1352057.61687;100),(874622.99585;[0.96];[0.01];88424.45603;[0.9162];[-0.0338];1352057.61687;100),(882820.27602;[0.94];[-0.01];88427.71191;[0.9257];[-0.0243];1201223.26515;100),(898010.89597;[0.96];[0.01];88424.45603;[0.9162];[-0.0338];1352057.61687;100),(909703.85480;[0.94];[-0.01];88429.10858;[0.9259];[-0.0241];1201006.42411;100),(912782.04751;[0.94];[-0.01];88429.10858;[0.9259];[-0.0241];1201006.42411;100),(918282.47690;[0.94];[-0.01];88428.17066;[0.9258];[-0.0242];1201232.51919;100),(921087.53753;[0.94];[-0.01];88428.17066;[0.9258];[-0.0242];1201232.51919;100),(997580.70707;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(1034937.03008;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(1071212.77070;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(1108278.51033;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(1145685.96625;[0.42];[-0.53];929289590359020.50000;[0.5141];[-0.4359];97112622800318128.00000;100),(1147307.79099;[0.46];[-0.49];769879636932420.50000;[0.5127];[-0.4373];83410418969299936.00000;100),(1149227.65684;[0.47];[-0.48];573759602831362.25000;[0.5169];[-0.4331];73235143093281824.00000;100),(1150823.85945;[0.52];[-0.43];338084300356776.00000;[0.5213];[-0.4287];62704807740819048.00000;100),(1152503.60918;[0.54];[-0.41];130338385553931.82812;[0.5173];[-0.4327];9222791672087826.00000;100),(1154510.00977;[0.51];[-0.44];94905646564203.76562;[0.5311];[-0.4189];1981942411836999.00000;100),(1155530.91884;[0.57];[-0.38];2747109046004.85010;[0.5328];[-0.4172];755118206936668.62500;100),(1157746.28186;[0.54];[-0.41];2414432111722.02832;[0.5439];[-0.4061];748710596761515.75000;100),(1159436.05423;[0.44];[-0.51];136530942521.58325;[0.5423];[-0.4077];13607440662157.90820;100),(1161700.48428;[0.49];[-0.46];98633987366.10529;[0.5413];[-0.4087];160163711374.18262;100),(1163627.35844;[0.42];[-0.53];87842313879.34589;[0.5453];[-0.4047];5345221163545.29492;100),(1165329.87833;[0.48];[-0.47];45642555983.48920;[0.5574];[-0.3926];4490483262954.51758;100),(1167458.80508;[0.42];[-0.53];21938636390.95982;[0.5646];[-0.3854];2394264400017.63770;100),(1169618.20626;[0.42];[-0.53];9322659341.52263;[0.5611];[-0.3889];-393460370616.46606;100),(1171392.05837;[0.52];[-0.43];379157455.80826;[0.5988];[-0.3512];-1834280791.98189;100),(1173541.85462;[0.55];[-0.4];145308958.32534;[0.6069];[-0.3431];-6507813715.44138;100),(1175188.54451;[0.6];[-0.35];65722478.35236;[0.6108];[-0.3392];1021288214.09006;100),(1176260.28299;[0.57];[-0.38];57108220.30820;[0.6163];[-0.3337];1646811.61761;100),(1178974.95484;[0.62];[-0.33];47013032.86513;[0.6286];[-0.3214];142528267.43341;100),(1181840.19923;[0.62];[-0.33];26780841.38707;[0.6343];[-0.3157];132729542.99377;100),(1184044.27242;[0.69];[-0.26];16746222.78379;[0.6942];[-0.2558];330047021.19221;100),(1187239.90655;[0.7];[-0.25];5763131.21083;[0.7072];[-0.2428];-6570452.45844;100),(1189271.10720;[0.7];[-0.25];4893708.07682;[0.7247];[-0.2253];-29401774.56551;100),(1192775.02632;[0.69];[-0.26];4418602.12507;[0.7325];[-0.2175];-18856954.01093;100),(1195555.17077;[0.72];[-0.23];3864693.75454;[0.7379];[-0.2121];544177.13317;100),(1198295.95542;[0.75];[-0.2];2708496.76933;[0.7464];[-0.2036];588727.80249;100),(1200416.42570;[0.79];[-0.16];1130744.41082;[0.8101];[-0.1399];1164569.45723;100)]"
